student_term_id,student_id,term_id,program_id,credits_attempted,credits_earned,cumulative_credits,cumulative_gpa,enrollment_intensity
T0002450,STU00747,2025SP,P006,15,9,13.0,1.46,Full Time
T0002451,STU00747,2025FA,P006,10,7,20.0,1.55,Part Time
T0002452,STU00747,2026SP,P006,10,10,30.0,1.63,Part Time
T0002453,STU00748,2023FA,P006,10,10,10.0,2.6,Part Time
T0002454,STU00748,2024SP,P006,9,9,19.0,2.32,Part Time
T0002455,STU00748,2024FA,P006,9,3,22.0,2.0,Part Time
T0002456,STU00748,2025SP,P006,13,6,28.0,1.76,Full Time
T0002457,STU00748,2025SU,P006,12,6,34.0,1.81,Full Time
T0002458,STU00749,2022FA,P005,13,13,13.0,3.23,Full Time
T0002459,STU00749,2023SP,P005,12,12,25.0,3.24,Full Time
T0002460,STU00749,2023FA,P005,13,13,38.0,3.42,Full Time
T0002461,STU00750,2024SP,P004,7,1,1.0,0.71,Part Time
T0002462,STU00750,2024FA,P004,9,3,4.0,0.85,Part Time
T0002463,STU00750,2025SP,P004,12,9,13.0,1.52,Full Time
T0002464,STU00751,2025FA,P004,7,4,4.0,2.14,Part Time
T0002465,STU00752,2022FA,P002,7,6,6.0,1.86,Part Time
T0002466,STU00752,2023SP,P002,12,9,15.0,2.26,Full Time
T0002467,STU00752,2023FA,P002,13,9,24.0,2.0,Full Time
T0002468,STU00752,2024SP,P002,6,3,27.0,1.92,Part Time
T0002469,STU00752,2024FA,P002,16,6,33.0,1.86,Full Time
T0002470,STU00753,2024FA,P004,10,4,4.0,1.9,Part Time
T0002471,STU00754,2023SP,P003,10,7,7.0,1.4,Part Time
T0002472,STU00754,2023SU,P003,17,13,20.0,1.87,Full Time
T0002473,STU00754,2023FA,P003,6,6,26.0,1.9,Part Time
T0002474,STU00755,2024SP,P005,7,4,4.0,1.57,Part Time
T0002475,STU00755,2024FA,P005,13,13,17.0,2.65,Full Time
T0002476,STU00756,2023SP,P007,7,7,7.0,2.86,Part Time
T0002477,STU00756,2023FA,P007,6,3,10.0,2.46,Part Time
T0002478,STU00756,2024SP,P001,9,3,13.0,2.27,Part Time
T0002479,STU00756,2024FA,P001,6,3,16.0,2.11,Part Time
T0002480,STU00756,2025SP,P001,9,9,25.0,2.24,Part Time
T0002481,STU00756,2025SU,P001,15,9,34.0,2.12,Full Time
T0002482,STU00757,2025SP,P005,7,7,7.0,3.14,Part Time
T0002483,STU00757,2025FA,P005,6,6,13.0,3.31,Part Time
T0002484,STU00757,2026SP,P008,9,9,22.0,3.45,Part Time
T0002485,STU00758,2023FA,P001,13,13,13.0,3.31,Full Time
T0002486,STU00758,2024SP,P001,9,6,19.0,3.18,Part Time
T0002487,STU00758,2024FA,P001,6,6,25.0,3.25,Part Time
T0002488,STU00759,2024FA,P003,7,7,7.0,3.14,Part Time
T0002489,STU00759,2025SP,P003,11,8,15.0,2.5,Part Time
T0002490,STU00759,2025FA,P003,12,9,24.0,2.2,Full Time
T0002491,STU00759,2026SP,P003,18,18,42.0,2.21,Full Time
T0002492,STU00760,2024FA,P003,7,7,7.0,3.14,Part Time
T0002493,STU00761,2024SP,P005,7,1,1.0,0.71,Part Time
T0002494,STU00761,2024FA,P005,9,3,4.0,1.06,Part Time
T0002495,STU00761,2025SP,P005,12,12,16.0,1.79,Full Time
T0002496,STU00761,2025FA,P005,14,10,26.0,1.86,Full Time
T0002497,STU00761,2026SP,P005,9,9,35.0,2.0,Part Time
T0002498,STU00762,2025FA,P006,7,7,7.0,3.57,Part Time
T0002499,STU00763,2024FA,P003,10,10,10.0,3.0,Part Time
T0002500,STU00763,2025SP,P003,15,15,25.0,3.24,Full Time
T0002501,STU00763,2025FA,P003,9,9,34.0,3.35,Part Time
T0002502,STU00763,2026SP,P003,10,10,44.0,3.5,Part Time
T0002503,STU00764,2022FA,P001,7,3,3.0,1.71,Part Time
T0002504,STU00764,2023SP,P001,6,6,9.0,2.08,Part Time
T0002505,STU00764,2023FA,P001,9,9,18.0,2.45,Part Time
T0002506,STU00764,2024SP,P001,12,12,30.0,2.56,Full Time
T0002507,STU00764,2024FA,P001,9,9,39.0,2.65,Part Time
T0002508,STU00764,2025SP,P001,9,9,48.0,2.71,Part Time
T0002509,STU00764,2025FA,P001,9,9,57.0,2.8,Part Time
T0002510,STU00765,2025FA,P005,7,7,7.0,4.0,Part Time
T0002511,STU00765,2026SP,P005,13,13,20.0,3.55,Full Time
T0002512,STU00766,2023FA,P005,10,10,10.0,3.3,Part Time
T0002513,STU00766,2024SP,P005,9,9,19.0,3.63,Part Time
T0002514,STU00766,2024FA,P005,6,6,25.0,3.72,Part Time
T0002515,STU00766,2025SP,P005,6,6,31.0,3.68,Part Time
T0002516,STU00766,2025FA,P005,11,11,42.0,3.76,Part Time
T0002517,STU00766,2026SP,P005,7,4,46.0,3.45,Part Time
T0002518,STU00767,2024FA,P008,7,1,1.0,0.86,Part Time
T0002519,STU00767,2025SP,P008,15,12,13.0,1.64,Full Time
T0002520,STU00767,2025FA,P004,12,9,22.0,1.85,Full Time
T0002521,STU00767,2026SP,P004,12,9,31.0,2.02,Full Time
T0002522,STU00768,2023FA,P001,7,7,7.0,2.71,Part Time
T0002523,STU00768,2024SP,P001,15,12,19.0,2.77,Full Time
T0002524,STU00768,2024FA,P001,6,6,25.0,2.82,Part Time
T0002525,STU00768,2025SP,P001,12,9,34.0,2.73,Full Time
T0002526,STU00768,2025FA,P001,9,6,40.0,2.59,Part Time
T0002527,STU00769,2023FA,P008,7,7,7.0,3.57,Part Time
T0002528,STU00769,2024SP,P008,9,9,16.0,3.06,Part Time
T0002529,STU00769,2024FA,P008,15,15,31.0,3.03,Full Time
T0002530,STU00770,2023FA,P008,10,0,0.0,0.0,Part Time
T0002531,STU00771,2023SP,P001,7,7,7.0,2.43,Part Time
T0002532,STU00771,2023FA,P001,6,6,13.0,2.46,Part Time
T0002533,STU00771,2024SP,P001,6,6,19.0,2.63,Part Time
T0002534,STU00771,2024FA,P001,15,15,34.0,3.15,Full Time
T0002535,STU00772,2025SP,P004,10,7,7.0,2.86,Part Time
T0002536,STU00772,2025FA,P004,6,6,13.0,2.92,Part Time
T0002537,STU00772,2026SP,P004,9,9,22.0,3.36,Part Time
T0002538,STU00773,2022FA,P008,7,0,0.0,0.14,Part Time
T0002539,STU00773,2023SP,P008,9,0,0.0,0.31,Part Time
T0002540,STU00773,2023FA,P008,6,0,0.0,0.53,Part Time
T0002541,STU00774,2023SP,P001,10,10,10.0,3.0,Part Time
T0002542,STU00774,2023FA,P003,6,3,13.0,2.62,Part Time
T0002543,STU00774,2024SP,P003,15,15,28.0,2.61,Full Time
T0002544,STU00775,2023FA,P004,10,10,10.0,3.3,Part Time
T0002545,STU00775,2024SP,P004,12,12,22.0,3.68,Full Time
T0002546,STU00775,2024FA,P004,12,12,34.0,3.62,Full Time
T0002547,STU00776,2024FA,P002,13,13,13.0,2.62,Full Time
T0002548,STU00776,2025SP,P002,12,12,25.0,2.8,Full Time
T0002549,STU00777,2024FA,P007,10,10,10.0,2.8,Part Time
T0002550,STU00777,2025SP,P007,12,9,19.0,2.23,Full Time
T0002551,STU00777,2025FA,P007,6,3,22.0,2.07,Part Time
T0002552,STU00778,2025FA,P006,7,7,7.0,4.0,Part Time
T0002553,STU00778,2026SP,P006,9,9,16.0,3.81,Part Time
T0002554,STU00779,2022FA,P006,7,6,6.0,3.57,Part Time
T0002555,STU00780,2022FA,P003,11,3,3.0,1.09,Part Time
T0002556,STU00780,2023SP,P003,12,3,6.0,1.17,Full Time
T0002557,STU00780,2023SU,P003,9,6,12.0,1.41,Part Time
T0002558,STU00780,2023FA,P003,13,13,25.0,1.89,Full Time
T0002559,STU00781,2025FA,P001,11,11,11.0,4.0,Part Time
T0002560,STU00781,2026SP,P001,12,12,23.0,3.48,Full Time
T0002561,STU00782,2024SP,P003,10,10,10.0,2.3,Part Time
T0002562,STU00782,2024FA,P003,10,7,17.0,2.15,Part Time
T0002563,STU00782,2025SP,P003,9,9,26.0,2.31,Part Time
T0002564,STU00783,2023FA,P002,13,10,10.0,3.08,Full Time
T0002565,STU00783,2024SP,P002,9,9,19.0,3.18,Part Time
T0002566,STU00783,2024FA,P002,15,15,34.0,3.51,Full Time
T0002567,STU00784,2024FA,P001,13,13,13.0,3.0,Full Time
T0002568,STU00784,2025SP,P001,6,6,19.0,3.16,Part Time
T0002569,STU00785,2023SP,P003,10,10,10.0,4.0,Part Time
T0002570,STU00785,2023FA,P003,6,6,16.0,4.0,Part Time
T0002571,STU00785,2024SP,P003,9,9,25.0,4.0,Part Time
T0002572,STU00785,2024FA,P003,7,7,32.0,4.0,Part Time
T0002573,STU00785,2025SP,P003,10,10,42.0,4.0,Part Time
T0002574,STU00786,2024FA,P005,7,3,3.0,2.5,Part Time
T0002575,STU00787,2023SP,P003,10,10,10.0,2.7,Part Time
T0002576,STU00788,2023FA,P002,7,3,3.0,2.0,Part Time
T0002577,STU00788,2024SP,P002,6,6,9.0,2.33,Part Time
T0002578,STU00788,2024SU,P002,6,3,12.0,2.2,Part Time
T0002579,STU00788,2024FA,P002,6,3,15.0,2.0,Part Time
T0002580,STU00788,2025SP,P002,13,9,24.0,2.06,Full Time
T0002581,STU00789,2022FA,P004,7,7,7.0,2.86,Part Time
T0002582,STU00789,2023SP,P004,9,9,16.0,3.31,Part Time
T0002583,STU00790,2024SP,P002,10,10,10.0,2.7,Part Time
T0002584,STU00790,2024FA,P002,6,6,16.0,2.44,Part Time
T0002585,STU00790,2025SP,P002,9,9,25.0,2.88,Part Time
T0002586,STU00790,2025FA,P002,11,11,36.0,3.11,Part Time
T0002587,STU00790,2026SP,P002,17,17,53.0,3.25,Full Time
T0002588,STU00791,2025SP,P001,7,7,7.0,2.14,Part Time
T0002589,STU00791,2025FA,P001,6,6,13.0,2.08,Part Time
T0002590,STU00791,2026SP,P001,9,9,22.0,2.45,Part Time
T0002591,STU00792,2025FA,P005,7,7,7.0,3.57,Part Time
T0002592,STU00792,2026SP,P005,9,9,16.0,3.25,Part Time
T0002593,STU00793,2024FA,P008,10,7,7.0,2.1,Part Time
T0002594,STU00793,2025SP,P008,6,3,10.0,1.88,Part Time
T0002595,STU00793,2025FA,P008,9,9,19.0,2.64,Part Time
T0002596,STU00793,2026SP,P008,9,9,28.0,2.65,Part Time
T0002597,STU00794,2024SP,P001,10,10,10.0,2.7,Part Time
T0002598,STU00794,2024SU,P001,12,9,19.0,2.45,Full Time
T0002599,STU00794,2024FA,P001,6,6,25.0,2.36,Part Time
T0002600,STU00794,2025SP,P001,9,6,31.0,2.43,Part Time
T0002601,STU00794,2025FA,P001,6,6,37.0,2.58,Part Time
T0002602,STU00794,2026SP,P001,6,6,43.0,2.76,Part Time
T0002603,STU00795,2022FA,P001,7,7,7.0,2.43,Part Time
T0002604,STU00795,2023SP,P001,9,9,16.0,3.12,Part Time
T0002605,STU00795,2023SU,P008,6,6,22.0,3.23,Part Time
T0002606,STU00796,2023FA,P005,10,3,3.0,1.0,Part Time
T0002607,STU00796,2024SP,P005,10,7,10.0,1.79,Part Time
T0002608,STU00796,2024FA,P005,9,6,16.0,1.87,Part Time
T0002609,STU00796,2025SP,P005,10,7,23.0,2.03,Part Time
T0002610,STU00796,2025FA,P005,8,4,27.0,1.92,Part Time
T0002611,STU00796,2026SP,P005,6,0,27.0,1.8,Part Time
T0002612,STU00797,2023FA,P007,7,7,7.0,4.0,Part Time
T0002613,STU00797,2024SP,P007,12,12,19.0,4.0,Full Time
T0002614,STU00798,2024SP,P002,7,7,7.0,2.86,Part Time
T0002615,STU00798,2024FA,P002,6,3,10.0,2.46,Part Time
T0002616,STU00799,2022FA,P007,7,7,7.0,2.29,Part Time
T0002617,STU00799,2023SP,P007,7,7,14.0,2.43,Part Time
T0002618,STU00799,2023FA,P007,6,6,20.0,2.6,Part Time
T0002619,STU00799,2024SP,P007,6,6,26.0,2.69,Part Time
T0002620,STU00799,2024FA,P007,12,12,38.0,2.95,Full Time
T0002621,STU00800,2022FA,P004,7,7,7.0,3.57,Part Time
T0002622,STU00800,2023SP,P004,12,12,19.0,3.84,Full Time
T0002623,STU00800,2023FA,P004,6,6,25.0,3.76,Part Time
T0002624,STU00800,2024SP,P004,9,9,34.0,3.82,Part Time
T0002625,STU00800,2024FA,P004,16,16,50.0,3.88,Full Time
T0002626,STU00800,2025SP,P004,9,9,59.0,3.9,Part Time
T0002627,STU00801,2025FA,P005,7,3,3.0,0.86,Part Time
T0002628,STU00801,2026SP,P005,6,6,9.0,1.62,Part Time
T0002629,STU00802,2022FA,P003,7,7,7.0,2.43,Part Time
T0002630,STU00802,2023SP,P003,6,3,10.0,2.23,Part Time
T0002631,STU00802,2023FA,P003,12,12,22.0,2.72,Full Time
T0002632,STU00802,2024SP,P003,9,9,31.0,2.97,Part Time
T0002633,STU00803,2025FA,P002,10,10,10.0,2.7,Part Time
T0002634,STU00803,2026SP,P002,9,9,19.0,3.0,Part Time
T0002635,STU00804,2024SP,P008,7,7,7.0,3.43,Part Time
T0002636,STU00804,2024FA,P008,6,6,13.0,3.46,Part Time
T0002637,STU00804,2025SP,P001,6,6,19.0,3.47,Part Time
T0002638,STU00804,2025FA,P001,6,6,25.0,3.6,Part Time
T0002639,STU00805,2024FA,P001,10,10,10.0,2.0,Part Time
T0002640,STU00805,2025SP,P001,6,6,16.0,2.38,Part Time
T0002641,STU00806,2025SP,P006,10,10,10.0,2.7,Part Time
T0002642,STU00806,2025FA,P006,9,9,19.0,3.0,Part Time
T0002643,STU00807,2024FA,P008,7,7,7.0,4.0,Part Time
T0002644,STU00807,2025SP,P008,9,9,16.0,3.81,Part Time
T0002645,STU00808,2025FA,P003,12,3,3.0,1.0,Full Time
T0002646,STU00809,2022FA,P008,7,7,7.0,3.14,Part Time
T0002647,STU00809,2023SP,P008,9,9,16.0,3.25,Part Time
T0002648,STU00810,2023FA,P006,13,13,13.0,3.23,Full Time
T0002649,STU00810,2024SP,P006,12,12,25.0,3.48,Full Time
T0002650,STU00810,2024SU,P006,13,13,38.0,3.58,Full Time
T0002651,STU00810,2024FA,P006,14,10,48.0,3.46,Full Time
T0002652,STU00810,2025SP,P006,12,12,60.0,3.47,Full Time
T0002653,STU00811,2023FA,P003,7,7,7.0,3.57,Part Time
T0002654,STU00811,2024SP,P003,6,6,13.0,3.77,Part Time
T0002655,STU00811,2024FA,P003,13,13,26.0,3.88,Full Time
T0002656,STU00811,2025SP,P003,6,6,32.0,3.91,Part Time
T0002657,STU00811,2025SU,P003,5,5,37.0,3.92,Part Time
T0002658,STU00812,2024SP,P005,7,7,7.0,3.57,Part Time
T0002659,STU00812,2024FA,P005,6,6,13.0,3.54,Part Time
T0002660,STU00812,2025SP,P005,6,6,19.0,3.53,Part Time
T0002661,STU00812,2025FA,P005,6,6,25.0,3.52,Part Time
T0002662,STU00812,2026SP,P005,12,12,37.0,3.59,Full Time
T0002663,STU00813,2025FA,P008,10,7,7.0,3.0,Part Time
T0002664,STU00813,2026SP,P008,6,6,13.0,3.19,Part Time
T0002665,STU00814,2023FA,P005,7,7,7.0,3.57,Part Time
T0002666,STU00814,2024SP,P005,9,9,16.0,3.81,Part Time
T0002667,STU00814,2024FA,P005,12,12,28.0,3.89,Full Time
T0002668,STU00814,2025SP,P005,16,16,44.0,3.93,Full Time
T0002669,STU00814,2025FA,P005,15,15,59.0,3.95,Full Time
T0002670,STU00815,2025FA,P001,10,10,10.0,3.4,Part Time
T0002671,STU00815,2026SP,P001,6,6,16.0,3.06,Part Time
T0002672,STU00816,2022FA,P006,10,9,9.0,2.67,Part Time
T0002673,STU00816,2023SP,P006,12,6,15.0,2.0,Full Time
T0002674,STU00816,2023FA,P006,12,9,24.0,1.91,Full Time
T0002675,STU00816,2024SP,P006,13,10,34.0,2.0,Full Time
T0002676,STU00816,2024FA,P006,16,13,47.0,2.11,Full Time
T0002677,STU00817,2025SP,P007,7,3,3.0,1.43,Part Time
T0002678,STU00818,2025FA,P002,13,7,7.0,1.62,Full Time
T0002679,STU00818,2026SP,P002,15,15,22.0,2.14,Full Time
T0002680,STU00819,2023FA,P007,7,7,7.0,2.43,Part Time
T0002681,STU00819,2024SP,P007,9,6,13.0,2.56,Part Time
T0002682,STU00819,2024FA,P007,12,12,25.0,2.86,Full Time
T0002683,STU00819,2025SP,P007,13,13,38.0,3.15,Full Time
T0002684,STU00819,2025FA,P007,12,12,50.0,3.28,Full Time
T0002685,STU00820,2025FA,P008,7,7,7.0,4.0,Part Time
T0002686,STU00820,2026SP,P008,9,9,16.0,3.62,Part Time
T0002687,STU00821,2024FA,P001,10,10,10.0,3.1,Part Time
T0002688,STU00821,2025SP,P001,9,9,19.0,2.89,Part Time
T0002689,STU00821,2025FA,P001,9,6,25.0,2.82,Part Time
T0002690,STU00821,2026SP,P001,12,12,37.0,3.02,Full Time
T0002691,STU00822,2022FA,P007,7,7,7.0,2.14,Part Time
T0002692,STU00822,2023SP,P007,9,3,10.0,1.5,Part Time
T0002693,STU00822,2023SU,P007,12,9,19.0,1.68,Full Time
T0002694,STU00823,2023FA,P003,7,7,7.0,2.71,Part Time
T0002695,STU00824,2025SP,P004,7,4,4.0,1.86,Part Time
T0002696,STU00824,2025FA,P004,9,9,13.0,2.69,Part Time
T0002697,STU00824,2026SP,P004,12,9,22.0,2.61,Full Time
T0002698,STU00825,2024SP,P001,7,6,6.0,1.86,Part Time
T0002699,STU00825,2024SU,P001,12,6,12.0,1.63,Full Time
T0002700,STU00825,2024FA,P001,9,0,12.0,1.55,Part Time
T0002701,STU00825,2025SP,P001,9,0,12.0,1.19,Part Time
T0002702,STU00826,2023FA,P008,7,7,7.0,2.0,Part Time
T0002703,STU00826,2024SP,P008,12,12,19.0,2.16,Full Time
T0002704,STU00826,2024FA,P008,9,3,22.0,2.0,Part Time
T0002705,STU00826,2025SP,P008,12,12,34.0,2.16,Full Time
T0002706,STU00826,2025FA,P008,13,10,44.0,2.2,Full Time
T0002707,STU00827,2024SP,P007,10,4,4.0,1.4,Part Time
T0002708,STU00827,2024SU,P007,15,9,13.0,1.64,Full Time
T0002709,STU00827,2024FA,P007,10,6,19.0,1.69,Part Time
T0002710,STU00827,2025SP,P007,13,10,29.0,1.92,Full Time
T0002711,STU00827,2025FA,P007,12,6,35.0,1.93,Full Time
T0002712,STU00828,2024FA,P007,7,4,4.0,1.29,Part Time
T0002713,STU00828,2025SP,P007,9,6,10.0,1.5,Part Time
T0002714,STU00828,2025FA,P007,9,9,19.0,2.04,Part Time
T0002715,STU00828,2026SP,P007,10,10,29.0,2.31,Part Time
T0002716,STU00829,2023SP,P001,7,7,7.0,2.14,Part Time
T0002717,STU00829,2023FA,P001,9,9,16.0,3.0,Part Time
T0002718,STU00830,2023FA,P008,7,7,7.0,2.71,Part Time
T0002719,STU00830,2024SP,P008,12,12,19.0,3.05,Full Time
T0002720,STU00830,2024SU,P008,12,12,31.0,3.32,Full Time
T0002721,STU00830,2024FA,P008,6,6,37.0,3.35,Part Time
T0002722,STU00831,2024FA,P002,7,7,7.0,3.0,Part Time
T0002723,STU00831,2025SP,P002,9,9,16.0,3.38,Part Time
T0002724,STU00831,2025FA,P002,10,10,26.0,3.35,Part Time
T0002725,STU00831,2026SP,P002,10,10,36.0,3.25,Part Time
T0002726,STU00832,2024FA,P006,13,10,10.0,2.0,Full Time
T0002727,STU00832,2025SP,P006,12,6,16.0,1.76,Full Time
T0002728,STU00832,2025FA,P001,15,12,28.0,1.85,Full Time
T0002729,STU00832,2026SP,P001,12,12,40.0,2.06,Full Time
T0002730,STU00833,2024FA,P002,7,4,4.0,1.86,Part Time
T0002731,STU00833,2025SP,P002,12,12,16.0,2.58,Full Time
T0002732,STU00834,2023FA,P001,7,4,4.0,2.0,Part Time
T0002733,STU00834,2024SP,P001,6,3,7.0,1.7,Part Time
T0002734,STU00834,2024FA,P001,12,12,19.0,2.27,Full Time
T0002735,STU00834,2025SP,P001,12,12,31.0,2.71,Full Time
T0002736,STU00835,2024FA,P002,13,7,7.0,1.77,Full Time
T0002737,STU00835,2025SP,P002,9,9,16.0,2.41,Part Time
T0002738,STU00835,2025SU,P002,13,13,29.0,2.63,Full Time
T0002739,STU00835,2025FA,P002,6,6,35.0,2.61,Part Time
T0002740,STU00835,2026SP,P002,14,14,49.0,2.89,Full Time
T0002741,STU00836,2022FA,P008,7,7,7.0,2.43,Part Time
T0002742,STU00836,2023SP,P008,12,12,19.0,2.47,Full Time
T0002743,STU00836,2023FA,P008,13,10,29.0,2.55,Full Time
T0002744,STU00836,2024SP,P008,12,12,41.0,2.46,Full Time
T0002745,STU00837,2022FA,P008,7,7,7.0,2.43,Part Time
T0002746,STU00837,2023SP,P008,6,6,13.0,2.69,Part Time
T0002747,STU00837,2023FA,P008,9,6,19.0,2.68,Part Time
T0002748,STU00837,2024SP,P008,15,15,34.0,2.81,Full Time
T0002749,STU00837,2024FA,P008,12,9,43.0,2.86,Full Time
T0002750,STU00837,2025SP,P008,6,0,43.0,2.65,Part Time
T0002751,STU00838,2024FA,P006,7,4,4.0,2.29,Part Time
T0002752,STU00838,2025SP,P006,12,12,16.0,2.42,Full Time
T0002753,STU00838,2025SU,P006,9,9,25.0,2.71,Part Time
T0002754,STU00838,2025FA,P006,16,16,41.0,2.91,Full Time
T0002755,STU00838,2026SP,P006,10,10,51.0,3.06,Part Time
T0002756,STU00839,2022FA,P004,7,7,7.0,3.57,Part Time
T0002757,STU00840,2025FA,P001,7,7,7.0,4.0,Part Time
T0002758,STU00840,2026SP,P001,12,12,19.0,3.05,Full Time
T0002759,STU00841,2022FA,P003,7,7,7.0,2.14,Part Time
T0002760,STU00841,2023SP,P003,6,6,13.0,2.54,Part Time
T0002761,STU00841,2023SU,P003,9,9,22.0,2.73,Part Time
T0002762,STU00842,2025FA,P006,10,0,0.0,0.6,Part Time
T0002763,STU00843,2024SP,P002,7,7,7.0,3.86,Part Time
T0002764,STU00843,2024FA,P002,9,9,16.0,3.75,Part Time
T0002765,STU00843,2025SP,P002,9,9,25.0,3.84,Part Time
T0002766,STU00843,2025FA,P002,7,7,32.0,3.78,Part Time
T0002767,STU00843,2026SP,P002,14,14,46.0,3.85,Full Time
T0002768,STU00844,2023SP,P007,13,13,13.0,2.69,Full Time
T0002769,STU00844,2023SU,P007,9,9,22.0,2.82,Part Time
T0002770,STU00844,2023FA,P007,12,12,34.0,2.88,Full Time
T0002771,STU00845,2025SP,P006,7,1,1.0,0.86,Part Time
T0002772,STU00845,2025FA,P006,12,6,7.0,1.42,Full Time
T0002773,STU00845,2026SP,P006,12,9,16.0,1.94,Full Time
T0002774,STU00846,2024FA,P003,7,6,6.0,1.86,Part Time
T0002775,STU00846,2025SP,P003,6,3,9.0,1.92,Part Time
T0002776,STU00846,2025FA,P003,12,12,21.0,2.8,Full Time
T0002777,STU00847,2024FA,P008,7,4,4.0,2.43,Part Time
T0002778,STU00847,2025SP,P008,12,12,16.0,2.79,Full Time
T0002779,STU00847,2025FA,P008,6,6,22.0,2.96,Part Time
T0002780,STU00847,2026SP,P008,15,15,37.0,2.98,Full Time
T0002781,STU00848,2024FA,P007,13,13,13.0,2.85,Full Time
T0002782,STU00848,2025SP,P007,13,13,26.0,3.15,Full Time
T0002783,STU00848,2025SU,P007,13,13,39.0,3.36,Full Time
T0002784,STU00849,2023FA,P001,7,6,6.0,2.29,Part Time
T0002785,STU00849,2024SP,P001,9,9,15.0,2.5,Part Time
T0002786,STU00849,2024FA,P001,12,9,24.0,2.56,Full Time
T0002787,STU00849,2025SP,P001,6,3,27.0,2.26,Part Time
T0002788,STU00850,2024FA,P004,7,4,4.0,1.71,Part Time
T0002789,STU00850,2025SP,P004,6,3,7.0,1.38,Part Time
T0002790,STU00850,2025SU,P004,9,0,7.0,1.23,Part Time
T0002791,STU00850,2025FA,P004,12,6,13.0,1.32,Full Time
T0002792,STU00850,2026SP,P004,10,6,19.0,1.39,Part Time
T0002793,STU00851,2024SP,P007,7,7,7.0,2.57,Part Time
T0002794,STU00851,2024FA,P002,9,6,13.0,2.25,Part Time
T0002795,STU00852,2024FA,P007,13,13,13.0,3.31,Full Time
T0002796,STU00852,2025SP,P007,16,16,29.0,2.9,Full Time
T0002797,STU00852,2025SU,P007,9,9,38.0,2.92,Part Time
T0002798,STU00853,2023SP,P005,7,6,6.0,2.0,Part Time
T0002799,STU00853,2023SU,P005,6,0,6.0,1.67,Part Time
T0002800,STU00853,2023FA,P005,9,3,9.0,1.83,Part Time
T0002801,STU00853,2024SP,P005,9,9,18.0,2.33,Part Time
T0002802,STU00853,2024FA,P005,17,17,35.0,2.89,Full Time
T0002803,STU00853,2025SP,P005,14,14,49.0,2.93,Full Time
T0002804,STU00854,2025SP,P005,10,10,10.0,3.4,Part Time
T0002805,STU00854,2025FA,P005,12,9,19.0,2.77,Full Time
T0002806,STU00854,2026SP,P005,16,16,35.0,3.13,Full Time
T0002807,STU00855,2022FA,P005,13,13,13.0,3.23,Full Time
T0002808,STU00856,2022FA,P006,7,1,1.0,1.14,Part Time
T0002809,STU00856,2023SP,P006,6,6,7.0,2.23,Part Time
T0002810,STU00856,2023FA,P006,9,9,16.0,2.41,Part Time
T0002811,STU00856,2024SP,P006,12,12,28.0,2.79,Full Time
T0002812,STU00856,2024FA,P006,7,7,35.0,2.83,Part Time
T0002813,STU00857,2023SP,P007,7,7,7.0,2.57,Part Time
T0002814,STU00857,2023FA,P007,12,3,10.0,2.05,Full Time
T0002815,STU00857,2024SP,P007,15,12,22.0,1.94,Full Time
T0002816,STU00857,2024FA,P007,13,10,32.0,2.11,Full Time
T0002817,STU00857,2025SP,P007,12,12,44.0,2.34,Full Time
T0002818,STU00858,2023FA,P007,7,7,7.0,2.29,Part Time
T0002819,STU00858,2024SP,P007,9,6,13.0,2.31,Part Time
T0002820,STU00858,2024FA,P007,12,6,19.0,2.07,Full Time
T0002821,STU00859,2025FA,P003,10,10,10.0,2.4,Part Time
T0002822,STU00859,2026SP,P003,6,6,16.0,2.81,Part Time
T0002823,STU00860,2022FA,P001,10,10,10.0,3.4,Part Time
T0002824,STU00860,2023SP,P001,15,15,25.0,3.4,Full Time
T0002825,STU00861,2022FA,P008,7,7,7.0,4.0,Part Time
T0002826,STU00861,2023SP,P008,15,15,22.0,4.0,Full Time
T0002827,STU00862,2022FA,P006,7,4,4.0,2.29,Part Time
T0002828,STU00862,2023SP,P006,9,6,10.0,2.5,Part Time
T0002829,STU00862,2023FA,P006,6,6,16.0,2.64,Part Time
T0002830,STU00862,2024SP,P006,6,6,22.0,2.93,Part Time
T0002831,STU00863,2025SP,P006,7,7,7.0,2.57,Part Time
T0002832,STU00864,2025FA,P005,7,7,7.0,2.57,Part Time
T0002833,STU00864,2026SP,P005,10,10,17.0,2.65,Part Time
T0002834,STU00865,2024FA,P007,7,7,7.0,4.0,Part Time
T0002835,STU00865,2025SP,P007,16,16,23.0,4.0,Full Time
T0002836,STU00866,2023SP,P001,7,7,7.0,2.57,Part Time
T0002837,STU00866,2023FA,P001,12,12,19.0,2.68,Full Time
T0002838,STU00866,2024SP,P001,9,6,25.0,2.57,Part Time
T0002839,STU00866,2024FA,P001,6,6,31.0,2.56,Part Time
T0002840,STU00866,2025SP,P001,6,6,37.0,2.55,Part Time
T0002841,STU00867,2022FA,P002,7,7,7.0,3.86,Part Time
T0002842,STU00867,2023SP,P002,9,9,16.0,3.94,Part Time
T0002843,STU00867,2023FA,P002,13,13,29.0,3.86,Full Time
T0002844,STU00868,2025FA,P002,10,10,10.0,2.7,Part Time
T0002845,STU00868,2026SP,P002,12,9,19.0,2.18,Full Time
T0002846,STU00869,2023FA,P005,10,7,7.0,2.9,Part Time
T0002847,STU00869,2024SP,P005,13,13,20.0,2.39,Full Time
