enrollment_id,student_id,course_id,term_id,program_id,credits_attempted,final_grade,passed,course_completed,instruction_mode
E00007666,STU00679,C009,2024FA,P002,3,A,True,True,In Person
E00007667,STU00679,C013,2025SP,P002,3,C,True,True,Online
E00007668,STU00679,C006,2025SP,P002,3,B,True,True,In Person
E00007669,STU00679,C011,2025SP,P002,3,B,True,True,Hybrid
E00007670,STU00679,C020,2025FA,P002,4,B,True,True,Hybrid
E00007671,STU00679,C014,2025FA,P002,3,F,False,True,In Person
E00007672,STU00679,C003,2025FA,P002,3,D,False,True,In Person
E00007673,STU00679,C032,2025FA,P002,3,C,True,True,Hybrid
E00007674,STU00679,C021,2026SP,P002,4,D,False,True,In Person
E00007675,STU00679,C029,2026SP,P002,3,D,False,True,In Person
E00007676,STU00680,C004,2023FA,P001,3,B,True,True,In Person
E00007677,STU00680,C001,2023FA,P001,1,A,True,True,Online
E00007678,STU00680,C002,2023FA,P001,3,B,True,True,In Person
E00007679,STU00680,C014,2023FA,P001,3,A,True,True,In Person
E00007680,STU00680,C005,2024SP,P001,3,D,False,True,Hybrid
E00007681,STU00680,C003,2024SP,P001,3,B,True,True,In Person
E00007682,STU00680,C010,2024SP,P001,3,B,True,True,In Person
E00007683,STU00680,C009,2024SP,P001,3,C,True,True,Hybrid
E00007684,STU00680,C015,2024FA,P001,3,C,True,True,In Person
E00007685,STU00680,C011,2024FA,P001,3,A,True,True,Hybrid
E00007686,STU00680,C012,2024FA,P001,3,A,True,True,In Person
E00007687,STU00680,C013,2024FA,P001,3,C,True,True,In Person
E00007688,STU00680,C017,2025SP,P001,3,C,True,True,Hybrid
E00007689,STU00680,C018,2025SP,P001,3,C,True,True,In Person
E00007690,STU00680,C006,2025SP,P001,3,B,True,True,Hybrid
E00007691,STU00680,C032,2025SU,P001,3,A,True,True,In Person
E00007692,STU00680,C016,2025SU,P001,3,A,True,True,In Person
E00007693,STU00680,C035,2025SU,P001,3,C,True,True,Online
E00007694,STU00680,C029,2025FA,P001,3,B,True,True,Hybrid
E00007695,STU00680,C037,2025FA,P001,4,B,True,True,Online
E00007696,STU00680,C039,2025FA,P001,3,B,True,True,In Person
E00007697,STU00680,C033,2025FA,P001,3,C,True,True,Online
E00007698,STU00681,C001,2025SP,P004,1,B,True,True,Hybrid
E00007699,STU00681,C002,2025SP,P004,3,A,True,True,Online
E00007700,STU00681,C005,2025SP,P004,3,C,True,True,Online
E00007701,STU00681,C012,2025FA,P004,3,A,True,True,Online
E00007702,STU00681,C009,2025FA,P004,3,A,True,True,Online
E00007703,STU00681,C011,2025FA,P004,3,A,True,True,Online
E00007704,STU00681,C006,2025FA,P004,3,B,True,True,Hybrid
E00007705,STU00681,C007,2026SP,P003,4,B,True,True,Online
E00007706,STU00681,C014,2026SP,P003,3,A,True,True,Online
E00007707,STU00681,C010,2026SP,P003,3,A,True,True,In Person
E00007708,STU00681,C003,2026SP,P003,3,C,True,True,Online
E00007709,STU00682,C001,2025FA,P007,1,B,True,True,Hybrid
E00007710,STU00682,C002,2025FA,P007,3,C,True,True,Hybrid
E00007711,STU00682,C005,2025FA,P007,3,C,True,True,Hybrid
E00007712,STU00682,C010,2025FA,P007,3,A,True,True,In Person
E00007713,STU00682,C009,2025FA,P007,3,B,True,True,Online
E00007714,STU00682,C013,2026SP,P007,3,A,True,True,Online
E00007715,STU00682,C003,2026SP,P007,3,B,True,True,Online
E00007716,STU00682,C012,2026SP,P007,3,A,True,True,Hybrid
E00007717,STU00682,C011,2026SP,P007,3,B,True,True,Hybrid
E00007718,STU00683,C001,2024SP,P008,1,A,True,True,In Person
E00007719,STU00683,C002,2024SP,P008,3,A,True,True,Online
E00007720,STU00683,C005,2024SP,P008,3,A,True,True,Hybrid
E00007721,STU00683,C032,2024SP,P008,3,A,True,True,Online
E00007722,STU00683,C003,2024FA,P007,3,A,True,True,Online
E00007723,STU00683,C006,2024FA,P007,3,A,True,True,Hybrid
E00007724,STU00683,C009,2024FA,P007,3,A,True,True,Online
E00007725,STU00683,C010,2024FA,P007,3,A,True,True,Hybrid
E00007726,STU00683,C013,2024FA,P007,3,B,True,True,Online
E00007727,STU00683,C014,2025SP,P007,3,A,True,True,In Person
E00007728,STU00683,C011,2025SP,P007,3,A,True,True,Online
E00007729,STU00683,C012,2025SP,P007,3,A,True,True,Online
E00007730,STU00683,C029,2025SP,P007,3,B,True,True,Online
E00007731,STU00683,C015,2025FA,P007,3,A,True,True,Online
E00007732,STU00683,C019,2025FA,P007,4,A,True,True,Hybrid
E00007733,STU00683,C031,2025FA,P007,3,A,True,True,Online
E00007734,STU00683,C036,2025FA,P007,3,A,True,True,Online
E00007735,STU00683,C030,2026SP,P007,3,A,True,True,Online
E00007736,STU00683,C033,2026SP,P007,3,A,True,True,Online
E00007737,STU00683,C039,2026SP,P007,3,A,True,True,Online
E00007738,STU00684,C001,2024FA,P005,1,B,True,True,In Person
E00007739,STU00684,C002,2024FA,P005,3,B,True,True,In Person
E00007740,STU00684,C005,2024FA,P005,3,B,True,True,In Person
E00007741,STU00684,C011,2025SP,P005,3,C,True,True,Online
E00007742,STU00684,C003,2025SP,P005,3,D,False,True,In Person
E00007743,STU00684,C009,2025FA,P005,3,D,False,True,Online
E00007744,STU00684,C010,2025FA,P005,3,C,True,True,In Person
E00007745,STU00684,C006,2026SP,P004,3,W,False,False,Hybrid
E00007746,STU00684,C014,2026SP,P004,3,C,True,True,In Person
E00007747,STU00684,C013,2026SP,P004,3,A,True,True,In Person
E00007748,STU00684,C012,2026SP,P004,3,C,True,True,In Person
E00007749,STU00685,C004,2025FA,P008,3,B,True,True,Hybrid
E00007750,STU00685,C001,2025FA,P008,1,F,False,True,In Person
E00007751,STU00685,C002,2025FA,P008,3,D,False,True,Hybrid
E00007752,STU00685,C005,2026SP,P008,3,D,False,True,In Person
E00007753,STU00685,C010,2026SP,P008,3,B,True,True,Online
E00007754,STU00685,C011,2026SP,P008,3,B,True,True,In Person
E00007755,STU00686,C001,2025FA,P001,1,A,True,True,In Person
E00007756,STU00686,C002,2025FA,P001,3,A,True,True,In Person
E00007757,STU00686,C005,2025FA,P001,3,A,True,True,Online
E00007758,STU00686,C032,2025FA,P001,3,A,True,True,In Person
E00007759,STU00686,C010,2026SP,P001,3,A,True,True,Hybrid
E00007760,STU00686,C016,2026SP,P001,3,B,True,True,Hybrid
E00007761,STU00686,C011,2026SP,P001,3,A,True,True,Online
E00007762,STU00686,C006,2026SP,P001,3,A,True,True,Hybrid
E00007763,STU00686,C015,2026SP,P001,3,A,True,True,Hybrid
E00007764,STU00687,C004,2023FA,P008,3,W,False,False,In Person
E00007765,STU00687,C001,2023FA,P008,1,B,True,True,In Person
E00007766,STU00687,C002,2023FA,P008,3,A,True,True,In Person
E00007767,STU00687,C003,2024SP,P008,3,D,False,True,In Person
E00007768,STU00687,C009,2024SP,P008,3,B,True,True,Hybrid
E00007769,STU00687,C006,2024SP,P008,3,D,False,True,Hybrid
E00007770,STU00687,C012,2024SP,P008,3,C,True,True,In Person
E00007771,STU00687,C011,2024SU,P008,3,F,False,True,Online
E00007772,STU00687,C010,2024SU,P008,3,A,True,True,In Person
E00007773,STU00687,C040,2024SU,P008,3,B,True,True,In Person
E00007774,STU00687,C013,2024FA,P008,3,C,True,True,In Person
E00007775,STU00687,C033,2024FA,P008,3,C,True,True,In Person
E00007776,STU00687,C014,2024FA,P008,3,A,True,True,In Person
E00007777,STU00687,C032,2024FA,P008,3,D,False,True,In Person
E00007778,STU00687,C016,2025SP,P008,3,D,False,True,In Person
E00007779,STU00687,C015,2025SP,P008,3,C,True,True,Online
E00007780,STU00687,C038,2025SP,P008,3,B,True,True,Online
E00007781,STU00687,C034,2025SP,P008,3,D,False,True,In Person
E00007782,STU00687,C037,2025SP,P008,4,F,False,True,In Person
E00007783,STU00688,C004,2025SP,P005,3,C,True,True,Online
E00007784,STU00688,C001,2025SP,P005,1,C,True,True,In Person
E00007785,STU00688,C002,2025SP,P005,3,B,True,True,Hybrid
E00007786,STU00688,C006,2025SP,P005,3,D,False,True,In Person
E00007787,STU00689,C004,2025FA,P007,3,B,True,True,In Person
E00007788,STU00689,C001,2025FA,P007,1,B,True,True,In Person
E00007789,STU00689,C002,2025FA,P007,3,C,True,True,In Person
E00007790,STU00690,C001,2024FA,P006,1,A,True,True,Hybrid
E00007791,STU00690,C002,2024FA,P006,3,A,True,True,Hybrid
E00007792,STU00690,C005,2024FA,P006,3,A,True,True,Hybrid
E00007793,STU00690,C009,2024FA,P006,3,B,True,True,Online
E00007794,STU00690,C013,2024FA,P006,3,A,True,True,Hybrid
E00007795,STU00690,C003,2025SP,P006,3,B,True,True,Hybrid
E00007796,STU00690,C037,2025SP,P006,4,C,True,True,Hybrid
E00007797,STU00690,C006,2025SP,P006,3,F,False,True,Hybrid
E00007798,STU00690,C012,2025SP,P006,3,C,True,True,Hybrid
E00007799,STU00690,C014,2025SP,P006,3,A,True,True,Hybrid
E00007800,STU00690,C010,2025FA,P006,3,B,True,True,In Person
E00007801,STU00690,C032,2025FA,P006,3,A,True,True,In Person
E00007802,STU00690,C011,2025FA,P006,3,A,True,True,Hybrid
E00007803,STU00690,C029,2025FA,P006,3,B,True,True,Hybrid
E00007804,STU00690,C019,2025FA,P006,4,B,True,True,Online
E00007805,STU00691,C001,2024FA,P002,1,C,True,True,In Person
E00007806,STU00691,C002,2024FA,P002,3,C,True,True,Hybrid
E00007807,STU00691,C005,2024FA,P002,3,B,True,True,Hybrid
E00007808,STU00691,C012,2024FA,P002,3,A,True,True,Hybrid
E00007809,STU00691,C003,2025SP,P002,3,B,True,True,Hybrid
E00007810,STU00691,C006,2025SP,P002,3,A,True,True,Hybrid
E00007811,STU00691,C019,2025SP,P002,4,D,False,True,Hybrid
E00007812,STU00691,C035,2025SP,P002,3,F,False,True,In Person
E00007813,STU00691,C013,2025FA,P002,3,B,True,True,Hybrid
E00007814,STU00691,C010,2025FA,P002,3,A,True,True,Hybrid
E00007815,STU00691,C009,2025FA,P002,3,A,True,True,Hybrid
E00007816,STU00691,C032,2025FA,P002,3,B,True,True,Hybrid
E00007817,STU00691,C011,2026SP,P002,3,A,True,True,Hybrid
E00007818,STU00691,C014,2026SP,P002,3,A,True,True,Hybrid
E00007819,STU00692,C004,2023FA,P003,3,A,True,True,Online
E00007820,STU00692,C001,2023FA,P003,1,A,True,True,Hybrid
E00007821,STU00692,C002,2023FA,P003,3,A,True,True,Online
E00007822,STU00692,C005,2024SP,P003,3,C,True,True,In Person
E00007823,STU00692,C019,2024SP,P003,4,A,True,True,Hybrid
E00007824,STU00692,C032,2024SP,P003,3,B,True,True,Online
E00007825,STU00693,C001,2024FA,P005,1,A,True,True,Hybrid
E00007826,STU00693,C002,2024FA,P005,3,C,True,True,Online
E00007827,STU00693,C005,2024FA,P005,3,B,True,True,In Person
E00007828,STU00693,C006,2025SP,P005,3,C,True,True,Online
E00007829,STU00693,C003,2025SP,P005,3,A,True,True,Online
E00007830,STU00693,C012,2025FA,P005,3,A,True,True,Hybrid
E00007831,STU00693,C013,2025FA,P005,3,B,True,True,Online
E00007832,STU00693,C010,2025FA,P005,3,C,True,True,Online
E00007833,STU00694,C001,2025SP,P002,1,A,True,True,Hybrid
E00007834,STU00694,C002,2025SP,P002,3,A,True,True,Online
E00007835,STU00694,C005,2025SP,P002,3,A,True,True,Hybrid
E00007836,STU00694,C006,2025FA,P002,3,A,True,True,Hybrid
E00007837,STU00694,C013,2025FA,P002,3,B,True,True,In Person
E00007838,STU00694,C003,2025FA,P002,3,B,True,True,Online
E00007839,STU00695,C001,2023FA,P002,1,A,True,True,In Person
E00007840,STU00695,C002,2023FA,P002,3,F,False,True,Hybrid
E00007841,STU00695,C005,2023FA,P002,3,B,True,True,Hybrid
E00007842,STU00695,C006,2024SP,P002,3,F,False,True,Online
E00007843,STU00695,C014,2024SP,P002,3,D,False,True,Hybrid
E00007844,STU00695,C010,2024SU,P002,3,C,True,True,Online
E00007845,STU00695,C032,2024SU,P002,3,A,True,True,Hybrid
E00007846,STU00695,C011,2024FA,P002,3,B,True,True,In Person
E00007847,STU00695,C012,2024FA,P002,3,W,False,False,Hybrid
E00007848,STU00696,C001,2023FA,P002,1,C,True,True,Hybrid
E00007849,STU00696,C002,2023FA,P002,3,C,True,True,Online
E00007850,STU00696,C005,2023FA,P002,3,C,True,True,In Person
E00007851,STU00696,C006,2024SP,P002,3,A,True,True,In Person
E00007852,STU00696,C014,2024SP,P002,3,A,True,True,In Person
E00007853,STU00696,C012,2024FA,P002,3,B,True,True,In Person
E00007854,STU00696,C013,2024FA,P002,3,A,True,True,Hybrid
E00007855,STU00696,C009,2024FA,P002,3,A,True,True,Hybrid
E00007856,STU00696,C003,2024FA,P002,3,B,True,True,In Person
E00007857,STU00697,C001,2024FA,P006,1,C,True,True,Hybrid
E00007858,STU00697,C002,2024FA,P006,3,D,False,True,Hybrid
E00007859,STU00697,C005,2024FA,P006,3,C,True,True,Online
E00007860,STU00697,C013,2024FA,P006,3,A,True,True,Online
E00007861,STU00697,C009,2025SP,P006,3,A,True,True,In Person
E00007862,STU00697,C010,2025SP,P006,3,B,True,True,Hybrid
E00007863,STU00697,C006,2025SP,P006,3,A,True,True,Hybrid
E00007864,STU00697,C012,2025SP,P006,3,B,True,True,Hybrid
E00007865,STU00697,C019,2025SP,P006,4,A,True,True,In Person
E00007866,STU00697,C014,2025SU,P006,3,A,True,True,Hybrid
E00007867,STU00697,C027,2025SU,P006,3,A,True,True,Online
E00007868,STU00697,C011,2025SU,P006,3,A,True,True,Online
E00007869,STU00698,C004,2024SP,P007,3,A,True,True,Online
E00007870,STU00698,C001,2024SP,P007,1,A,True,True,Online
E00007871,STU00698,C002,2024SP,P007,3,D,False,True,Hybrid
E00007872,STU00698,C005,2024FA,P007,3,A,True,True,Hybrid
E00007873,STU00698,C012,2024FA,P007,3,A,True,True,Online
E00007874,STU00698,C006,2025SP,P007,3,A,True,True,Online
E00007875,STU00698,C015,2025SP,P007,3,B,True,True,Online
E00007876,STU00698,C014,2025FA,P007,3,A,True,True,Online
E00007877,STU00698,C010,2025FA,P007,3,A,True,True,Hybrid
E00007878,STU00698,C019,2025FA,P007,4,A,True,True,Online
E00007879,STU00699,C001,2025FA,P007,1,B,True,True,In Person
E00007880,STU00699,C002,2025FA,P007,3,C,True,True,In Person
E00007881,STU00699,C005,2025FA,P007,3,C,True,True,In Person
E00007882,STU00699,C003,2026SP,P007,3,W,False,False,Hybrid
E00007883,STU00699,C015,2026SP,P007,3,C,True,True,Online
E00007884,STU00699,C010,2026SP,P007,3,B,True,True,Hybrid
E00007885,STU00700,C001,2024FA,P007,1,C,True,True,Online
E00007886,STU00700,C002,2024FA,P007,3,F,False,True,Hybrid
E00007887,STU00700,C005,2024FA,P007,3,F,False,True,Hybrid
E00007888,STU00700,C032,2024FA,P007,3,C,True,True,Hybrid
E00007889,STU00700,C015,2025SP,P007,3,W,False,False,Online
E00007890,STU00700,C006,2025SP,P007,3,F,False,True,In Person
E00007891,STU00700,C010,2025SP,P007,3,W,False,False,Online
E00007892,STU00700,C012,2025SU,P007,3,F,False,True,Hybrid
E00007893,STU00700,C014,2025SU,P007,3,F,False,True,Hybrid
E00007894,STU00701,C004,2023SP,P008,3,B,True,True,In Person
E00007895,STU00701,C001,2023SP,P008,1,A,True,True,In Person
E00007896,STU00701,C002,2023SP,P008,3,C,True,True,Hybrid
E00007897,STU00702,C001,2023FA,P005,1,C,True,True,Hybrid
E00007898,STU00702,C002,2023FA,P005,3,A,True,True,Hybrid
E00007899,STU00702,C005,2023FA,P005,3,C,True,True,Online
E00007900,STU00702,C010,2023FA,P005,3,A,True,True,Online
E00007901,STU00702,C026,2024SP,P005,4,A,True,True,Hybrid
E00007902,STU00702,C006,2024SP,P005,3,C,True,True,Hybrid
E00007903,STU00703,C004,2024FA,P005,3,W,False,False,In Person
E00007904,STU00703,C001,2024FA,P005,1,A,True,True,In Person
E00007905,STU00703,C002,2024FA,P005,3,B,True,True,In Person
E00007906,STU00704,C001,2024FA,P004,1,A,True,True,In Person
E00007907,STU00704,C002,2024FA,P004,3,B,True,True,Online
E00007908,STU00704,C005,2024FA,P004,3,B,True,True,In Person
E00007909,STU00704,C003,2025SP,P004,3,A,True,True,Hybrid
E00007910,STU00704,C009,2025SP,P004,3,A,True,True,Hybrid
E00007911,STU00704,C013,2025SP,P004,3,A,True,True,Hybrid
E00007912,STU00704,C011,2025FA,P004,3,A,True,True,Hybrid
E00007913,STU00704,C014,2025FA,P004,3,A,True,True,Hybrid
E00007914,STU00704,C032,2025FA,P004,3,A,True,True,Hybrid
E00007915,STU00704,C012,2026SP,P004,3,C,True,True,In Person
E00007916,STU00704,C006,2026SP,P004,3,A,True,True,Hybrid
E00007917,STU00705,C004,2022FA,P008,3,A,True,True,Hybrid
E00007918,STU00705,C001,2022FA,P008,1,B,True,True,In Person
E00007919,STU00705,C002,2022FA,P008,3,D,False,True,Hybrid
E00007920,STU00705,C032,2022FA,P008,3,D,False,True,Hybrid
E00007921,STU00705,C005,2023SP,P008,3,C,True,True,In Person
E00007922,STU00705,C013,2023SP,P008,3,C,True,True,In Person
E00007923,STU00705,C012,2023SU,P008,3,A,True,True,Hybrid
E00007924,STU00705,C006,2023SU,P008,3,F,False,True,In Person
E00007925,STU00705,C014,2023FA,P008,3,C,True,True,Hybrid
E00007926,STU00705,C009,2023FA,P008,3,B,True,True,Hybrid
E00007927,STU00705,C010,2024SP,P008,3,C,True,True,In Person
E00007928,STU00705,C011,2024SP,P008,3,D,False,True,Hybrid
E00007929,STU00705,C015,2024SP,P008,3,C,True,True,Online
E00007930,STU00705,C016,2024SU,P008,3,B,True,True,Hybrid
E00007931,STU00705,C040,2024SU,P008,3,D,False,True,Online
E00007932,STU00705,C034,2024SU,P008,3,C,True,True,Hybrid
E00007933,STU00705,C035,2024SU,P008,3,D,False,True,Hybrid
E00007934,STU00705,C033,2024FA,P008,3,F,False,True,Online
E00007935,STU00705,C038,2024FA,P008,3,C,True,True,Hybrid
E00007936,STU00705,C039,2025SP,P008,3,A,True,True,Hybrid
E00007937,STU00705,C036,2025SP,P008,3,B,True,True,Hybrid
E00007938,STU00705,C037,2025SP,P008,4,C,True,True,Hybrid
E00007939,STU00706,C004,2022FA,P001,3,B,True,True,In Person
E00007940,STU00706,C001,2022FA,P001,1,B,True,True,Online
E00007941,STU00706,C002,2022FA,P001,3,B,True,True,Hybrid
E00007942,STU00706,C005,2023SP,P001,3,D,False,True,In Person
E00007943,STU00706,C006,2023SP,P001,3,C,True,True,In Person
E00007944,STU00706,C032,2023SP,P001,3,C,True,True,In Person
E00007945,STU00706,C016,2023SP,P001,3,C,True,True,In Person
E00007946,STU00706,C010,2023SU,P001,3,B,True,True,In Person
E00007947,STU00706,C013,2023SU,P001,3,A,True,True,In Person
E00007948,STU00706,C017,2023SU,P001,3,D,False,True,Hybrid
E00007949,STU00706,C014,2023FA,P001,3,B,True,True,In Person
E00007950,STU00706,C009,2023FA,P001,3,A,True,True,Online
E00007951,STU00706,C011,2023FA,P001,3,A,True,True,Hybrid
E00007952,STU00706,C003,2023FA,P001,3,C,True,True,Hybrid
E00007953,STU00706,C015,2024SP,P001,3,B,True,True,In Person
E00007954,STU00706,C012,2024SP,P001,3,B,True,True,In Person
E00007955,STU00706,C018,2024SP,P001,3,B,True,True,Hybrid
E00007956,STU00706,C033,2024SP,P001,3,C,True,True,In Person
E00007957,STU00707,C001,2023SP,P007,1,D,False,True,Hybrid
E00007958,STU00707,C002,2023SP,P007,3,C,True,True,Online
E00007959,STU00707,C005,2023SP,P007,3,W,False,False,Hybrid
E00007960,STU00707,C006,2023FA,P002,3,C,True,True,Online
E00007961,STU00707,C003,2023FA,P002,3,D,False,True,In Person
E00007962,STU00707,C011,2023FA,P002,3,D,False,True,Hybrid
E00007963,STU00707,C009,2024SP,P002,3,W,False,False,Hybrid
E00007964,STU00707,C012,2024SP,P002,3,C,True,True,Hybrid
E00007965,STU00707,C013,2024SP,P002,3,W,False,False,In Person
E00007966,STU00707,C032,2024SP,P002,3,C,True,True,Hybrid
E00007967,STU00707,C010,2024FA,P002,3,F,False,True,Hybrid
E00007968,STU00707,C019,2024FA,P002,4,D,False,True,Online
E00007969,STU00707,C029,2024FA,P002,3,C,True,True,Hybrid
E00007970,STU00707,C014,2024FA,P002,3,W,False,False,In Person
E00007971,STU00707,C033,2025SP,P002,3,F,False,True,Online
E00007972,STU00707,C034,2025SP,P002,3,B,True,True,Hybrid
E00007973,STU00707,C037,2025SP,P002,4,B,True,True,Online
E00007974,STU00707,C036,2025SP,P002,3,D,False,True,Online
E00007975,STU00707,C038,2025SU,P002,3,C,True,True,Online
E00007976,STU00707,C035,2025SU,P002,3,C,True,True,Online
E00007977,STU00707,C039,2025SU,P002,3,C,True,True,Hybrid
E00007978,STU00707,C040,2025SU,P002,3,F,False,True,Online
E00007979,STU00708,C001,2025FA,P003,1,A,True,True,In Person
E00007980,STU00708,C002,2025FA,P003,3,A,True,True,In Person
E00007981,STU00708,C005,2025FA,P003,3,B,True,True,In Person
E00007982,STU00708,C010,2026SP,P003,3,A,True,True,In Person
E00007983,STU00708,C003,2026SP,P003,3,A,True,True,In Person
E00007984,STU00708,C012,2026SP,P003,3,C,True,True,In Person
E00007985,STU00708,C013,2026SP,P003,3,B,True,True,In Person
E00007986,STU00709,C004,2025SP,P007,3,W,False,False,In Person
E00007987,STU00709,C001,2025SP,P007,1,C,True,True,In Person
E00007988,STU00709,C002,2025SP,P007,3,C,True,True,Online
E00007989,STU00709,C010,2025FA,P007,3,F,False,True,Online
E00007990,STU00709,C012,2025FA,P007,3,D,False,True,Hybrid
E00007991,STU00709,C032,2026SP,P007,3,C,True,True,Hybrid
E00007992,STU00709,C011,2026SP,P007,3,B,True,True,In Person
E00007993,STU00709,C009,2026SP,P007,3,C,True,True,Hybrid
E00007994,STU00710,C001,2022FA,P002,1,F,False,True,Hybrid
E00007995,STU00710,C002,2022FA,P002,3,D,False,True,Hybrid
E00007996,STU00710,C005,2022FA,P002,3,W,False,False,Online
E00007997,STU00710,C011,2023SP,P002,3,B,True,True,Online
E00007998,STU00710,C010,2023SP,P002,3,C,True,True,Online
E00007999,STU00710,C013,2023SP,P002,3,B,True,True,Hybrid
E00008000,STU00710,C014,2023SU,P002,3,C,True,True,Hybrid
E00008001,STU00710,C012,2023SU,P002,3,B,True,True,Online
E00008002,STU00711,C004,2024FA,P002,3,D,False,True,Hybrid
E00008003,STU00711,C001,2024FA,P002,1,F,False,True,Online
E00008004,STU00711,C002,2024FA,P002,3,F,False,True,Hybrid
E00008005,STU00711,C014,2024FA,P002,3,F,False,True,Hybrid
E00008006,STU00711,C012,2025SP,P002,3,B,True,True,Online
E00008007,STU00711,C013,2025SP,P002,3,F,False,True,Online
E00008008,STU00711,C006,2025SP,P002,3,C,True,True,Online
E00008009,STU00711,C019,2025SP,P002,4,C,True,True,Online
E00008010,STU00711,C011,2025FA,P002,3,B,True,True,Hybrid
E00008011,STU00711,C032,2025FA,P002,3,D,False,True,Hybrid
E00008012,STU00711,C035,2025FA,P002,3,C,True,True,Hybrid
E00008013,STU00711,C009,2026SP,P002,3,C,True,True,Hybrid
E00008014,STU00711,C010,2026SP,P002,3,B,True,True,In Person
E00008015,STU00711,C020,2026SP,P002,4,C,True,True,Online
E00008016,STU00711,C029,2026SP,P002,3,B,True,True,Hybrid
E00008017,STU00711,C034,2026SP,P002,3,D,False,True,Hybrid
E00008018,STU00712,C001,2024FA,P004,1,A,True,True,In Person
E00008019,STU00712,C002,2024FA,P004,3,A,True,True,In Person
E00008020,STU00712,C005,2024FA,P004,3,D,False,True,In Person
E00008021,STU00712,C037,2024FA,P004,4,B,True,True,In Person
E00008022,STU00712,C009,2025SP,P004,3,A,True,True,In Person
E00008023,STU00712,C003,2025SP,P004,3,B,True,True,Online
E00008024,STU00712,C012,2025SP,P004,3,B,True,True,In Person
E00008025,STU00712,C013,2025SP,P004,3,B,True,True,Hybrid
E00008026,STU00712,C010,2025SP,P004,3,C,True,True,In Person
E00008027,STU00712,C014,2025FA,P004,3,C,True,True,In Person
E00008028,STU00712,C006,2025FA,P004,3,B,True,True,In Person
E00008029,STU00712,C011,2025FA,P004,3,A,True,True,Hybrid
E00008030,STU00712,C032,2026SP,P004,3,A,True,True,Online
E00008031,STU00712,C033,2026SP,P004,3,A,True,True,Hybrid
E00008032,STU00712,C040,2026SP,P004,3,A,True,True,In Person
E00008033,STU00712,C039,2026SP,P004,3,B,True,True,In Person
E00008034,STU00713,C004,2024SP,P002,3,C,True,True,Online
E00008035,STU00713,C001,2024SP,P002,1,C,True,True,Hybrid
E00008036,STU00713,C002,2024SP,P002,3,C,True,True,Online
E00008037,STU00713,C011,2024SP,P002,3,A,True,True,Hybrid
E00008038,STU00713,C005,2024FA,P002,3,A,True,True,In Person
E00008039,STU00713,C029,2024FA,P002,3,D,False,True,Hybrid
E00008040,STU00714,C001,2023SP,P003,1,C,True,True,Online
E00008041,STU00714,C002,2023SP,P003,3,C,True,True,Hybrid
E00008042,STU00714,C005,2023SP,P003,3,C,True,True,Online
E00008043,STU00714,C009,2023SP,P003,3,F,False,True,Hybrid
E00008044,STU00714,C010,2023FA,P003,3,F,False,True,Online
E00008045,STU00714,C011,2023FA,P003,3,A,True,True,Online
E00008046,STU00714,C006,2023FA,P003,3,D,False,True,Online
E00008047,STU00714,C032,2024SP,P003,3,B,True,True,Online
E00008048,STU00714,C013,2024SP,P003,3,C,True,True,Online
E00008049,STU00714,C019,2024FA,P003,4,C,True,True,Online
E00008050,STU00714,C022,2024FA,P003,2,D,False,True,Hybrid
E00008051,STU00714,C003,2024FA,P003,3,C,True,True,Hybrid
E00008052,STU00714,C014,2024FA,P003,3,C,True,True,Hybrid
E00008053,STU00714,C012,2024FA,P003,3,C,True,True,Online
E00008054,STU00715,C001,2023FA,P001,1,D,False,True,Online
E00008055,STU00715,C002,2023FA,P001,3,B,True,True,Online
E00008056,STU00715,C005,2023FA,P001,3,D,False,True,Hybrid
E00008057,STU00715,C029,2024SP,P001,3,C,True,True,In Person
E00008058,STU00715,C003,2024SP,P001,3,D,False,True,Hybrid
E00008059,STU00715,C006,2024SP,P001,3,D,False,True,Online
E00008060,STU00715,C010,2024SU,P001,3,D,False,True,Online
E00008061,STU00715,C009,2024SU,P001,3,B,True,True,Online
E00008062,STU00715,C014,2024SU,P001,3,B,True,True,Hybrid
E00008063,STU00715,C011,2024SU,P001,3,C,True,True,Hybrid
E00008064,STU00715,C016,2024SU,P001,3,F,False,True,In Person
E00008065,STU00715,C018,2024FA,P001,3,B,True,True,Online
E00008066,STU00715,C015,2024FA,P001,3,W,False,False,Online
E00008067,STU00715,C032,2025SP,P001,3,D,False,True,Online
E00008068,STU00715,C012,2025SP,P001,3,B,True,True,Hybrid
E00008069,STU00715,C013,2025SP,P001,3,W,False,False,Hybrid
E00008070,STU00715,C017,2025FA,P001,3,A,True,True,Online
E00008071,STU00715,C030,2025FA,P001,3,A,True,True,Online
E00008072,STU00715,C038,2025FA,P001,3,C,True,True,Hybrid
E00008073,STU00716,C004,2024FA,P005,3,A,True,True,Online
E00008074,STU00716,C001,2024FA,P005,1,A,True,True,In Person
E00008075,STU00716,C002,2024FA,P005,3,D,False,True,Hybrid
E00008076,STU00716,C005,2025SP,P005,3,B,True,True,Online
E00008077,STU00716,C013,2025SP,P005,3,B,True,True,Hybrid
E00008078,STU00716,C011,2025SP,P005,3,A,True,True,Online
E00008079,STU00716,C032,2025FA,P005,3,D,False,True,Online
E00008080,STU00716,C010,2025FA,P005,3,A,True,True,Online
E00008081,STU00716,C014,2025FA,P005,3,C,True,True,Hybrid
