service_use_id,student_id,service_id,term_id,minutes,visit_reason
U0002483,STU00763,S003,2026SP,49,Transfer planning
U0002484,STU00763,S002,2026SP,69,Tutoring related to C006
U0002485,STU00763,S002,2026SP,56,Tutoring related to C019
U0002486,STU00764,S001,2022FA,51,Academic planning
U0002487,STU00764,S002,2023SP,83,Tutoring related to C018
U0002488,STU00764,S001,2024FA,57,Academic planning
U0002489,STU00764,S002,2024FA,50,Tutoring related to C006
U0002490,STU00764,S001,2025SP,39,Academic planning
U0002491,STU00764,S002,2025SP,40,Tutoring related to C029
U0002492,STU00764,S003,2025FA,59,Transfer planning
U0002493,STU00765,S001,2025FA,37,Academic planning
U0002494,STU00766,S001,2024SP,47,Academic planning
U0002495,STU00766,S001,2024FA,50,Academic planning
U0002496,STU00766,S001,2025SP,55,Academic planning
U0002497,STU00766,S002,2025FA,53,Tutoring related to C006
U0002498,STU00766,S002,2025FA,42,Tutoring related to C026
U0002499,STU00766,S002,2025FA,59,Tutoring related to C024
U0002500,STU00767,S002,2025SP,32,Tutoring related to C006
U0002501,STU00767,S001,2025FA,51,Academic planning
U0002502,STU00767,S001,2025FA,42,Academic planning
U0002503,STU00767,S001,2025FA,60,Academic planning
U0002504,STU00767,S001,2026SP,20,Academic planning
U0002505,STU00767,S001,2026SP,45,Academic planning
U0002506,STU00767,S003,2026SP,35,Transfer planning
U0002507,STU00768,S001,2024SP,59,Academic planning
U0002508,STU00768,S001,2025SP,26,Academic planning
U0002509,STU00768,S002,2025SP,48,Tutoring related to C017
U0002510,STU00768,S001,2025FA,43,Academic planning
U0002511,STU00768,S001,2025FA,39,Academic planning
U0002512,STU00768,S001,2025FA,43,Academic planning
U0002513,STU00768,S003,2025FA,36,Transfer planning
U0002514,STU00768,S002,2025FA,32,Tutoring related to C006
U0002515,STU00769,S001,2023FA,51,Academic planning
U0002516,STU00769,S001,2023FA,28,Academic planning
U0002517,STU00770,S001,2023FA,28,Academic planning
U0002518,STU00771,S001,2023FA,23,Academic planning
U0002519,STU00771,S001,2023FA,52,Academic planning
U0002520,STU00771,S001,2024SP,51,Academic planning
U0002521,STU00771,S003,2024SP,32,Transfer planning
U0002522,STU00771,S001,2024FA,36,Academic planning
U0002523,STU00771,S001,2024FA,21,Academic planning
U0002524,STU00771,S003,2024FA,54,Transfer planning
U0002525,STU00771,S002,2024FA,62,Tutoring related to C018
U0002526,STU00772,S001,2025SP,25,Academic planning
U0002527,STU00772,S001,2025FA,31,Academic planning
U0002528,STU00772,S001,2025FA,60,Academic planning
U0002529,STU00772,S001,2025FA,57,Academic planning
U0002530,STU00772,S001,2026SP,57,Academic planning
U0002531,STU00772,S003,2026SP,31,Transfer planning
U0002532,STU00773,S002,2022FA,64,Tutoring related to C005
U0002533,STU00774,S001,2023SP,36,Academic planning
U0002534,STU00775,S001,2023FA,25,Academic planning
U0002535,STU00775,S001,2023FA,59,Academic planning
U0002536,STU00776,S001,2024FA,25,Academic planning
U0002537,STU00776,S001,2025SP,56,Academic planning
U0002538,STU00776,S001,2025SP,60,Academic planning
U0002539,STU00776,S003,2025SP,45,Transfer planning
U0002540,STU00777,S001,2024FA,26,Academic planning
U0002541,STU00777,S001,2024FA,40,Academic planning
U0002542,STU00777,S002,2024FA,47,Tutoring related to C005
U0002543,STU00778,S001,2025FA,48,Academic planning
U0002544,STU00778,S005,2025FA,23,Emergency aid consultation
U0002545,STU00778,S001,2026SP,31,Academic planning
U0002546,STU00778,S002,2026SP,32,Tutoring related to C006
U0002547,STU00780,S001,2022FA,22,Academic planning
U0002548,STU00780,S001,2023SP,51,Academic planning
U0002549,STU00780,S003,2023SU,29,Transfer planning
U0002550,STU00780,S001,2023FA,42,Academic planning
U0002551,STU00780,S001,2023FA,43,Academic planning
U0002552,STU00780,S001,2023FA,52,Academic planning
U0002553,STU00780,S001,2023FA,39,Academic planning
U0002554,STU00780,S001,2023FA,58,Academic planning
U0002555,STU00780,S001,2023FA,21,Academic planning
U0002556,STU00780,S003,2023FA,38,Transfer planning
U0002557,STU00780,S002,2023FA,70,Tutoring related to C019
U0002558,STU00781,S001,2025FA,37,Academic planning
U0002559,STU00781,S001,2025FA,51,Academic planning
U0002560,STU00781,S001,2026SP,39,Academic planning
U0002561,STU00781,S003,2026SP,25,Transfer planning
U0002562,STU00781,S002,2026SP,31,Tutoring related to C005
U0002563,STU00782,S001,2024FA,32,Academic planning
U0002564,STU00782,S002,2024FA,46,Tutoring related to C007
U0002565,STU00782,S001,2025SP,56,Academic planning
U0002566,STU00783,S001,2024FA,35,Academic planning
U0002567,STU00783,S001,2024FA,57,Academic planning
U0002568,STU00783,S001,2024FA,47,Academic planning
U0002569,STU00783,S002,2024FA,86,Tutoring related to C006
U0002570,STU00784,S003,2024FA,58,Transfer planning
U0002571,STU00784,S002,2025SP,67,Tutoring related to C006
U0002572,STU00785,S001,2023SP,52,Academic planning
U0002573,STU00785,S001,2023SP,25,Academic planning
U0002574,STU00785,S002,2024FA,80,Tutoring related to C019
U0002575,STU00785,S001,2025SP,21,Academic planning
U0002576,STU00785,S003,2025SP,51,Transfer planning
U0002577,STU00787,S002,2023SP,39,Tutoring related to C005
U0002578,STU00788,S001,2024SP,50,Academic planning
U0002579,STU00788,S002,2024SP,76,Tutoring related to C006
U0002580,STU00788,S001,2025SP,37,Academic planning
U0002581,STU00789,S001,2023SP,59,Academic planning
U0002582,STU00789,S003,2023SP,33,Transfer planning
U0002583,STU00790,S001,2024SP,49,Academic planning
U0002584,STU00790,S002,2024SP,62,Tutoring related to C005
U0002585,STU00790,S001,2025SP,21,Academic planning
U0002586,STU00790,S001,2025SP,34,Academic planning
U0002587,STU00790,S001,2025SP,30,Academic planning
U0002588,STU00790,S001,2025SP,56,Academic planning
U0002589,STU00790,S002,2025FA,81,Tutoring related to C007
U0002590,STU00790,S002,2025FA,55,Tutoring related to C019
U0002591,STU00790,S002,2026SP,64,Tutoring related to C006
U0002592,STU00790,S002,2026SP,73,Tutoring related to C008
U0002593,STU00790,S002,2026SP,67,Tutoring related to C020
U0002594,STU00791,S001,2026SP,52,Academic planning
U0002595,STU00792,S001,2025FA,41,Academic planning
U0002596,STU00793,S001,2024FA,47,Academic planning
U0002597,STU00793,S001,2025SP,26,Academic planning
U0002598,STU00793,S001,2026SP,44,Academic planning
U0002599,STU00793,S001,2026SP,30,Academic planning
U0002600,STU00793,S005,2026SP,43,Emergency aid consultation
U0002601,STU00794,S001,2024SP,44,Academic planning
U0002602,STU00794,S002,2024SU,67,Tutoring related to C006
U0002603,STU00795,S002,2023SP,89,Tutoring related to C017
U0002604,STU00796,S001,2024SP,42,Academic planning
U0002605,STU00796,S002,2025SP,51,Tutoring related to C024
U0002606,STU00796,S002,2025FA,57,Tutoring related to C026
U0002607,STU00797,S001,2024SP,56,Academic planning
U0002608,STU00797,S002,2024SP,45,Tutoring related to C005
U0002609,STU00798,S001,2024FA,49,Academic planning
U0002610,STU00799,S001,2023SP,22,Academic planning
U0002611,STU00799,S001,2023FA,59,Academic planning
U0002612,STU00799,S002,2024FA,88,Tutoring related to C006
U0002613,STU00800,S001,2023FA,27,Academic planning
U0002614,STU00800,S001,2023FA,46,Academic planning
U0002615,STU00800,S001,2024SP,28,Academic planning
U0002616,STU00800,S001,2024SP,47,Academic planning
U0002617,STU00800,S003,2024FA,43,Transfer planning
U0002618,STU00801,S002,2026SP,44,Tutoring related to C005
U0002619,STU00802,S001,2023SP,47,Academic planning
U0002620,STU00802,S001,2024SP,51,Academic planning
U0002621,STU00802,S001,2024SP,52,Academic planning
U0002622,STU00803,S001,2025FA,52,Academic planning
U0002623,STU00804,S001,2024SP,53,Academic planning
U0002624,STU00804,S001,2024SP,20,Academic planning
U0002625,STU00804,S001,2024SP,52,Academic planning
U0002626,STU00804,S001,2025SP,41,Academic planning
U0002627,STU00804,S001,2025FA,51,Academic planning
U0002628,STU00804,S001,2025FA,60,Academic planning
U0002629,STU00804,S003,2025FA,51,Transfer planning
U0002630,STU00805,S001,2024FA,37,Academic planning
U0002631,STU00805,S001,2025SP,45,Academic planning
U0002632,STU00806,S001,2025SP,48,Academic planning
U0002633,STU00806,S001,2025FA,46,Academic planning
U0002634,STU00806,S001,2025FA,41,Academic planning
U0002635,STU00806,S001,2025FA,57,Academic planning
U0002636,STU00807,S003,2025SP,55,Transfer planning
U0002637,STU00809,S001,2023SP,60,Academic planning
U0002638,STU00809,S003,2023SP,46,Transfer planning
U0002639,STU00810,S002,2023FA,85,Tutoring related to C005
U0002640,STU00810,S001,2024SP,44,Academic planning
U0002641,STU00810,S002,2024SP,61,Tutoring related to C006
U0002642,STU00810,S002,2024SU,38,Tutoring related to C019
U0002643,STU00810,S002,2024FA,83,Tutoring related to C020
U0002644,STU00810,S002,2025SP,89,Tutoring related to C029
U0002645,STU00811,S001,2023FA,40,Academic planning
U0002646,STU00811,S001,2023FA,59,Academic planning
U0002647,STU00811,S002,2023FA,53,Tutoring related to C005
U0002648,STU00811,S001,2024SP,34,Academic planning
U0002649,STU00811,S001,2024SP,52,Academic planning
U0002650,STU00811,S003,2024SP,25,Transfer planning
U0002651,STU00811,S002,2024SP,49,Tutoring related to C006
U0002652,STU00811,S001,2024FA,37,Academic planning
U0002653,STU00811,S001,2024FA,25,Academic planning
U0002654,STU00811,S003,2025SP,48,Transfer planning
U0002655,STU00811,S003,2025SU,50,Transfer planning
U0002656,STU00812,S001,2024FA,45,Academic planning
U0002657,STU00812,S001,2025SP,50,Academic planning
U0002658,STU00812,S001,2026SP,24,Academic planning
U0002659,STU00812,S001,2026SP,58,Academic planning
U0002660,STU00812,S002,2026SP,81,Tutoring related to C006
U0002661,STU00814,S001,2023FA,39,Academic planning
U0002662,STU00814,S001,2024SP,29,Academic planning
U0002663,STU00814,S001,2024SP,36,Academic planning
U0002664,STU00814,S001,2025SP,23,Academic planning
U0002665,STU00814,S001,2025SP,35,Academic planning
U0002666,STU00814,S002,2025SP,67,Tutoring related to C024
U0002667,STU00814,S001,2025FA,46,Academic planning
U0002668,STU00814,S002,2025FA,51,Tutoring related to C025
U0002669,STU00815,S001,2025FA,55,Academic planning
U0002670,STU00815,S003,2025FA,37,Transfer planning
U0002671,STU00815,S001,2026SP,56,Academic planning
U0002672,STU00816,S001,2023SP,49,Academic planning
U0002673,STU00816,S002,2023SP,87,Tutoring related to C005
U0002674,STU00816,S001,2023FA,34,Academic planning
U0002675,STU00816,S001,2023FA,22,Academic planning
U0002676,STU00816,S002,2024SP,63,Tutoring related to C019
U0002677,STU00816,S002,2024SP,70,Tutoring related to C027
U0002678,STU00816,S002,2024SP,65,Tutoring related to C029
U0002679,STU00816,S002,2024FA,63,Tutoring related to C020
U0002680,STU00816,S002,2024FA,46,Tutoring related to C028
U0002681,STU00817,S002,2025SP,31,Tutoring related to C005
U0002682,STU00818,S001,2025FA,53,Academic planning
U0002683,STU00818,S001,2026SP,26,Academic planning
U0002684,STU00818,S001,2026SP,45,Academic planning
U0002685,STU00819,S001,2023FA,59,Academic planning
U0002686,STU00819,S002,2024SP,69,Tutoring related to C005
U0002687,STU00819,S002,2024SP,46,Tutoring related to C029
U0002688,STU00819,S001,2024FA,54,Academic planning
U0002689,STU00819,S001,2024FA,54,Academic planning
U0002690,STU00819,S001,2025SP,26,Academic planning
U0002691,STU00819,S001,2025SP,23,Academic planning
U0002692,STU00819,S003,2025SP,30,Transfer planning
U0002693,STU00819,S002,2025SP,77,Tutoring related to C019
U0002694,STU00819,S002,2025SP,86,Tutoring related to C006
U0002695,STU00819,S001,2025FA,43,Academic planning
U0002696,STU00819,S001,2025FA,22,Academic planning
U0002697,STU00819,S001,2025FA,24,Academic planning
U0002698,STU00820,S001,2025FA,55,Academic planning
U0002699,STU00820,S001,2025FA,58,Academic planning
U0002700,STU00820,S005,2026SP,34,Emergency aid consultation
U0002701,STU00821,S001,2025FA,22,Academic planning
U0002702,STU00821,S001,2026SP,58,Academic planning
U0002703,STU00822,S001,2022FA,60,Academic planning
U0002704,STU00822,S001,2023SU,57,Academic planning
U0002705,STU00823,S001,2023FA,45,Academic planning
U0002706,STU00824,S001,2026SP,44,Academic planning
U0002707,STU00825,S005,2024SP,32,Emergency aid consultation
U0002708,STU00825,S002,2024FA,63,Tutoring related to C006
U0002709,STU00825,S002,2024FA,74,Tutoring related to C017
U0002710,STU00825,S001,2025SP,21,Academic planning
U0002711,STU00825,S003,2025SP,30,Transfer planning
U0002712,STU00826,S001,2025FA,25,Academic planning
U0002713,STU00826,S003,2025FA,42,Transfer planning
U0002714,STU00827,S001,2024SU,21,Academic planning
U0002715,STU00827,S005,2024SU,15,Emergency aid consultation
U0002716,STU00827,S001,2024FA,39,Academic planning
U0002717,STU00827,S002,2024FA,41,Tutoring related to C019
U0002718,STU00828,S001,2024FA,21,Academic planning
U0002719,STU00828,S001,2024FA,39,Academic planning
U0002720,STU00828,S001,2024FA,30,Academic planning
U0002721,STU00828,S005,2025SP,37,Emergency aid consultation
U0002722,STU00828,S003,2026SP,60,Transfer planning
U0002723,STU00828,S002,2026SP,45,Tutoring related to C029
U0002724,STU00828,S002,2026SP,40,Tutoring related to C019
U0002725,STU00828,S002,2026SP,71,Tutoring related to C006
U0002726,STU00829,S001,2023SP,52,Academic planning
U0002727,STU00830,S001,2024SP,38,Academic planning
U0002728,STU00830,S001,2024SP,60,Academic planning
U0002729,STU00830,S002,2024SP,34,Tutoring related to C005
U0002730,STU00830,S003,2024SU,45,Transfer planning
U0002731,STU00831,S002,2025SP,78,Tutoring related to C006
U0002732,STU00831,S001,2026SP,20,Academic planning
U0002733,STU00832,S001,2025SP,39,Academic planning
U0002734,STU00832,S002,2025SP,74,Tutoring related to C005
U0002735,STU00832,S003,2025FA,25,Transfer planning
U0002736,STU00832,S001,2026SP,36,Academic planning
U0002737,STU00832,S001,2026SP,33,Academic planning
U0002738,STU00833,S001,2024FA,21,Academic planning
U0002739,STU00834,S001,2024SP,34,Academic planning
U0002740,STU00834,S001,2024FA,56,Academic planning
U0002741,STU00834,S001,2024FA,31,Academic planning
U0002742,STU00834,S001,2024FA,21,Academic planning
U0002743,STU00834,S005,2024FA,22,Emergency aid consultation
U0002744,STU00834,S001,2025SP,30,Academic planning
U0002745,STU00835,S001,2024FA,41,Academic planning
U0002746,STU00835,S001,2024FA,48,Academic planning
U0002747,STU00835,S003,2024FA,41,Transfer planning
U0002748,STU00835,S002,2024FA,88,Tutoring related to C005
U0002749,STU00835,S001,2025SP,40,Academic planning
U0002750,STU00835,S002,2025SP,61,Tutoring related to C006
U0002751,STU00835,S001,2025SU,44,Academic planning
U0002752,STU00835,S002,2025SU,74,Tutoring related to C019
U0002753,STU00835,S001,2025FA,45,Academic planning
U0002754,STU00835,S003,2025FA,50,Transfer planning
U0002755,STU00835,S001,2026SP,30,Academic planning
U0002756,STU00835,S001,2026SP,50,Academic planning
U0002757,STU00835,S003,2026SP,31,Transfer planning
U0002758,STU00835,S005,2026SP,18,Emergency aid consultation
U0002759,STU00835,S002,2026SP,80,Tutoring related to C020
U0002760,STU00835,S002,2026SP,69,Tutoring related to C007
U0002761,STU00836,S001,2023FA,20,Academic planning
U0002762,STU00836,S003,2023FA,30,Transfer planning
U0002763,STU00837,S001,2022FA,37,Academic planning
U0002764,STU00837,S002,2023SP,87,Tutoring related to C006
U0002765,STU00837,S001,2024SP,28,Academic planning
U0002766,STU00837,S005,2024SP,36,Emergency aid consultation
U0002767,STU00838,S002,2024FA,36,Tutoring related to C005
U0002768,STU00838,S001,2025SP,33,Academic planning
U0002769,STU00838,S001,2025FA,54,Academic planning
U0002770,STU00838,S001,2026SP,45,Academic planning
U0002771,STU00839,S001,2022FA,43,Academic planning
U0002772,STU00840,S001,2026SP,39,Academic planning
U0002773,STU00840,S002,2026SP,56,Tutoring related to C029
U0002774,STU00841,S001,2022FA,24,Academic planning
U0002775,STU00841,S001,2022FA,31,Academic planning
U0002776,STU00841,S001,2023SP,38,Academic planning
U0002777,STU00841,S002,2023SP,51,Tutoring related to C005
U0002778,STU00841,S003,2023SU,53,Transfer planning
U0002779,STU00843,S002,2025SP,48,Tutoring related to C006
U0002780,STU00843,S001,2025FA,58,Academic planning
U0002781,STU00843,S001,2025FA,54,Academic planning
U0002782,STU00843,S003,2025FA,31,Transfer planning
U0002783,STU00843,S001,2026SP,33,Academic planning
U0002784,STU00843,S002,2026SP,86,Tutoring related to C020
U0002785,STU00844,S001,2023SP,60,Academic planning
U0002786,STU00844,S001,2023SP,59,Academic planning
U0002787,STU00844,S001,2023FA,41,Academic planning
U0002788,STU00845,S001,2026SP,37,Academic planning
U0002789,STU00846,S001,2025SP,25,Academic planning
U0002790,STU00846,S001,2025SP,37,Academic planning
U0002791,STU00846,S003,2025SP,46,Transfer planning
U0002792,STU00846,S001,2025FA,36,Academic planning
U0002793,STU00847,S001,2025FA,22,Academic planning
U0002794,STU00847,S001,2026SP,39,Academic planning
U0002795,STU00847,S001,2026SP,48,Academic planning
U0002796,STU00848,S001,2025SP,36,Academic planning
U0002797,STU00848,S001,2025SU,31,Academic planning
U0002798,STU00848,S001,2025SU,28,Academic planning
U0002799,STU00848,S002,2025SU,59,Tutoring related to C006
U0002800,STU00849,S001,2023FA,31,Academic planning
U0002801,STU00849,S001,2024SP,46,Academic planning
U0002802,STU00849,S002,2024SP,40,Tutoring related to C006
U0002803,STU00849,S001,2024FA,36,Academic planning
U0002804,STU00850,S001,2025SP,28,Academic planning
U0002805,STU00850,S002,2025SU,79,Tutoring related to C006
U0002806,STU00852,S005,2025SP,17,Emergency aid consultation
U0002807,STU00853,S005,2023SP,34,Emergency aid consultation
U0002808,STU00853,S002,2023SP,49,Tutoring related to C005
U0002809,STU00853,S001,2023SU,35,Academic planning
U0002810,STU00853,S001,2023FA,36,Academic planning
U0002811,STU00853,S001,2023FA,42,Academic planning
U0002812,STU00853,S001,2023FA,42,Academic planning
U0002813,STU00853,S001,2024SP,52,Academic planning
U0002814,STU00853,S001,2024SP,41,Academic planning
U0002815,STU00853,S001,2024FA,56,Academic planning
U0002816,STU00853,S001,2024FA,26,Academic planning
U0002817,STU00853,S002,2024FA,79,Tutoring related to C024
U0002818,STU00853,S001,2025SP,50,Academic planning
U0002819,STU00853,S001,2025SP,43,Academic planning
U0002820,STU00853,S002,2025SP,42,Tutoring related to C025
U0002821,STU00854,S001,2025SP,53,Academic planning
U0002822,STU00854,S001,2025SP,33,Academic planning
U0002823,STU00854,S001,2025FA,20,Academic planning
U0002824,STU00854,S001,2026SP,29,Academic planning
U0002825,STU00854,S002,2026SP,50,Tutoring related to C024
U0002826,STU00855,S002,2022FA,68,Tutoring related to C005
U0002827,STU00856,S001,2023SP,59,Academic planning
U0002828,STU00856,S001,2023SP,37,Academic planning
U0002829,STU00856,S002,2023FA,38,Tutoring related to C006
U0002830,STU00857,S002,2023FA,30,Tutoring related to C005
U0002831,STU00857,S001,2024SP,21,Academic planning
U0002832,STU00857,S001,2024SP,49,Academic planning
U0002833,STU00857,S003,2024FA,48,Transfer planning
U0002834,STU00857,S002,2024FA,87,Tutoring related to C019
U0002835,STU00857,S002,2024FA,73,Tutoring related to C031
U0002836,STU00857,S001,2025SP,22,Academic planning
U0002837,STU00857,S003,2025SP,32,Transfer planning
U0002838,STU00857,S002,2025SP,68,Tutoring related to C030
U0002839,STU00858,S001,2023FA,48,Academic planning
U0002840,STU00858,S003,2024SP,25,Transfer planning
U0002841,STU00858,S001,2024FA,52,Academic planning
U0002842,STU00858,S002,2024FA,68,Tutoring related to C006
U0002843,STU00860,S001,2022FA,47,Academic planning
U0002844,STU00860,S003,2023SP,42,Transfer planning
U0002845,STU00861,S001,2022FA,45,Academic planning
U0002846,STU00861,S001,2022FA,27,Academic planning
U0002847,STU00861,S001,2022FA,46,Academic planning
U0002848,STU00861,S003,2022FA,39,Transfer planning
U0002849,STU00861,S002,2023SP,67,Tutoring related to C006
U0002850,STU00862,S001,2023SP,47,Academic planning
U0002851,STU00862,S001,2023SP,57,Academic planning
U0002852,STU00862,S001,2023SP,38,Academic planning
U0002853,STU00862,S002,2023SP,48,Tutoring related to C006
U0002854,STU00862,S001,2024SP,46,Academic planning
U0002855,STU00863,S005,2025SP,22,Emergency aid consultation
U0002856,STU00864,S002,2025FA,43,Tutoring related to C005
U0002857,STU00864,S001,2026SP,39,Academic planning
U0002858,STU00864,S001,2026SP,40,Academic planning
U0002859,STU00865,S002,2025SP,57,Tutoring related to C019
U0002860,STU00866,S001,2023SP,45,Academic planning
U0002861,STU00866,S001,2024FA,47,Academic planning
U0002862,STU00866,S002,2024FA,62,Tutoring related to C018
U0002863,STU00866,S002,2025SP,84,Tutoring related to C017
U0002864,STU00867,S001,2022FA,44,Academic planning
U0002865,STU00867,S001,2022FA,21,Academic planning
U0002866,STU00867,S001,2022FA,55,Academic planning
U0002867,STU00867,S001,2023SP,51,Academic planning
U0002868,STU00867,S001,2023SP,44,Academic planning
U0002869,STU00867,S002,2023FA,58,Tutoring related to C006
U0002870,STU00868,S002,2025FA,68,Tutoring related to C006
U0002871,STU00869,S001,2023FA,53,Academic planning
U0002872,STU00869,S001,2024FA,56,Academic planning
U0002873,STU00870,S002,2024SP,50,Tutoring related to C005
U0002874,STU00870,S001,2024FA,35,Academic planning
U0002875,STU00871,S005,2025FA,30,Emergency aid consultation
U0002876,STU00871,S002,2025FA,61,Tutoring related to C006
U0002877,STU00875,S001,2023SP,38,Academic planning
U0002878,STU00875,S001,2023SU,27,Academic planning
U0002879,STU00875,S001,2023SU,35,Academic planning
U0002880,STU00875,S001,2023SU,32,Academic planning
U0002881,STU00875,S002,2023SU,41,Tutoring related to C005
U0002882,STU00875,S002,2023FA,50,Tutoring related to C006
U0002883,STU00877,S001,2023FA,45,Academic planning
U0002884,STU00877,S001,2024SP,23,Academic planning
U0002885,STU00877,S003,2024FA,43,Transfer planning
U0002886,STU00878,S002,2024FA,46,Tutoring related to C005
U0002887,STU00878,S001,2025SP,28,Academic planning
U0002888,STU00878,S003,2025SP,48,Transfer planning
U0002889,STU00878,S001,2025FA,44,Academic planning
U0002890,STU00878,S001,2026SP,45,Academic planning
U0002891,STU00879,S002,2025SU,74,Tutoring related to C006
U0002892,STU00879,S001,2025FA,24,Academic planning
U0002893,STU00879,S003,2025FA,55,Transfer planning
U0002894,STU00879,S001,2026SP,54,Academic planning
U0002895,STU00879,S001,2026SP,20,Academic planning
U0002896,STU00879,S001,2026SP,33,Academic planning
U0002897,STU00879,S003,2026SP,41,Transfer planning
U0002898,STU00880,S002,2026SP,44,Tutoring related to C006
U0002899,STU00881,S001,2023FA,50,Academic planning
U0002900,STU00881,S002,2023FA,53,Tutoring related to C005
U0002901,STU00882,S002,2022FA,39,Tutoring related to C005
U0002902,STU00883,S001,2025SP,44,Academic planning
U0002903,STU00883,S001,2025SP,55,Academic planning
U0002904,STU00883,S001,2025SP,54,Academic planning
U0002905,STU00883,S003,2025SP,43,Transfer planning
U0002906,STU00883,S003,2025SU,45,Transfer planning
U0002907,STU00885,S001,2025SP,25,Academic planning
U0002908,STU00885,S003,2025SP,31,Transfer planning
U0002909,STU00885,S001,2025FA,52,Academic planning
U0002910,STU00886,S003,2023SP,38,Transfer planning
U0002911,STU00886,S002,2023SP,65,Tutoring related to C005
U0002912,STU00887,S001,2024FA,20,Academic planning
U0002913,STU00887,S001,2025SP,37,Academic planning
U0002914,STU00887,S001,2025SP,26,Academic planning
U0002915,STU00887,S001,2025SP,38,Academic planning
U0002916,STU00887,S002,2025SP,55,Tutoring related to C005
U0002917,STU00888,S001,2023SP,50,Academic planning
U0002918,STU00888,S001,2023FA,55,Academic planning
U0002919,STU00888,S001,2023FA,41,Academic planning
U0002920,STU00888,S001,2024SU,34,Academic planning
U0002921,STU00889,S001,2024FA,51,Academic planning
U0002922,STU00889,S002,2024FA,52,Tutoring related to C005
U0002923,STU00889,S001,2025FA,34,Academic planning
U0002924,STU00890,S002,2022FA,47,Tutoring related to C005
U0002925,STU00890,S001,2023SP,60,Academic planning
U0002926,STU00890,S003,2023SP,26,Transfer planning
U0002927,STU00891,S001,2024FA,50,Academic planning
U0002928,STU00891,S001,2025SP,50,Academic planning
U0002929,STU00893,S001,2023SP,51,Academic planning
U0002930,STU00893,S001,2023SU,44,Academic planning
U0002931,STU00893,S001,2023SU,22,Academic planning
U0002932,STU00893,S001,2023SU,31,Academic planning
U0002933,STU00893,S002,2023SU,55,Tutoring related to C005
U0002934,STU00893,S001,2023FA,55,Academic planning
U0002935,STU00894,S002,2025FA,43,Tutoring related to C005
U0002936,STU00896,S002,2024FA,87,Tutoring related to C005
U0002937,STU00896,S001,2025SP,41,Academic planning
U0002938,STU00896,S001,2025SP,58,Academic planning
U0002939,STU00897,S001,2024FA,52,Academic planning
U0002940,STU00897,S002,2024FA,60,Tutoring related to C005
U0002941,STU00897,S001,2025SP,38,Academic planning
U0002942,STU00897,S001,2025SP,21,Academic planning
U0002943,STU00897,S001,2025FA,49,Academic planning
U0002944,STU00897,S001,2025FA,30,Academic planning
U0002945,STU00900,S001,2024FA,30,Academic planning
U0002946,STU00900,S001,2025SP,50,Academic planning
U0002947,STU00900,S001,2025SP,56,Academic planning
U0002948,STU00900,S003,2025SP,50,Transfer planning
U0002949,STU00900,S002,2025SP,34,Tutoring related to C020
U0002950,STU00901,S002,2025FA,47,Tutoring related to C005
U0002951,STU00901,S005,2026SP,41,Emergency aid consultation
U0002952,STU00901,S002,2026SP,63,Tutoring related to C006
U0002953,STU00902,S001,2023FA,20,Academic planning
U0002954,STU00903,S002,2026SP,81,Tutoring related to C006
U0002955,STU00904,S001,2023FA,35,Academic planning
U0002956,STU00904,S001,2024SP,53,Academic planning
U0002957,STU00904,S001,2024SP,52,Academic planning
U0002958,STU00904,S002,2025SP,74,Tutoring related to C029
U0002959,STU00904,S002,2025SP,71,Tutoring related to C019
U0002960,STU00905,S002,2024SP,33,Tutoring related to C026
U0002961,STU00906,S001,2023FA,22,Academic planning
U0002962,STU00906,S001,2024SP,41,Academic planning
U0002963,STU00906,S001,2024SP,48,Academic planning
U0002964,STU00906,S003,2025SP,27,Transfer planning
U0002965,STU00907,S001,2023FA,51,Academic planning
U0002966,STU00908,S001,2023SP,34,Academic planning
U0002967,STU00908,S002,2024SP,61,Tutoring related to C006
U0002968,STU00908,S001,2025SP,50,Academic planning
U0002969,STU00908,S003,2025SP,29,Transfer planning
U0002970,STU00909,S001,2026SP,28,Academic planning
U0002971,STU00909,S001,2026SP,40,Academic planning
U0002972,STU00910,S001,2024FA,56,Academic planning
U0002973,STU00910,S001,2024FA,45,Academic planning
U0002974,STU00910,S002,2025SP,70,Tutoring related to C019
U0002975,STU00910,S001,2025SU,20,Academic planning
U0002976,STU00910,S001,2025SU,42,Academic planning
U0002977,STU00910,S002,2025SU,64,Tutoring related to C020
U0002978,STU00911,S002,2024FA,81,Tutoring related to C005
U0002979,STU00911,S001,2025SP,46,Academic planning
U0002980,STU00911,S005,2025SP,34,Emergency aid consultation
U0002981,STU00911,S003,2025SU,49,Transfer planning
U0002982,STU00912,S001,2023FA,55,Academic planning
U0002983,STU00912,S002,2023FA,30,Tutoring related to C005
U0002984,STU00912,S001,2024SP,54,Academic planning
U0002985,STU00912,S001,2024SP,28,Academic planning
U0002986,STU00912,S003,2025FA,47,Transfer planning
U0002987,STU00912,S002,2025FA,79,Tutoring related to C029
U0002988,STU00913,S003,2025FA,56,Transfer planning
U0002989,STU00914,S003,2025SP,34,Transfer planning
U0002990,STU00914,S003,2025SU,27,Transfer planning
U0002991,STU00915,S001,2025SP,57,Academic planning
U0002992,STU00915,S002,2025SP,86,Tutoring related to C005
U0002993,STU00915,S001,2026SP,34,Academic planning
U0002994,STU00915,S002,2026SP,66,Tutoring related to C023
