student_id,entry_term_id,entry_age_band,first_generation,pell_eligible,full_time_at_entry,modality_preference,initial_program_id,work_commitment,developmental_math_start,final_outcome
STU00686,2025FA,20-24,False,True,True,Mixed,P001,Low,False,Active
STU00687,2023FA,20-24,True,False,True,Mostly In Person,P008,Moderate,True,Transferred
STU00688,2025SP,17-19,True,True,False,Mostly In Person,P005,Moderate,True,Stopped Out
STU00689,2025FA,20-24,False,True,False,Mostly In Person,P007,Moderate,True,Stopped Out
STU00690,2024FA,17-19,False,True,True,Mixed,P006,Moderate,False,Credentialed
STU00691,2024FA,17-19,False,True,True,Mixed,P002,Moderate,False,Active
STU00692,2023FA,17-19,True,False,False,Mostly Online,P003,High,True,Stopped Out
STU00693,2024FA,17-19,True,False,False,Mostly Online,P005,High,False,Stopped Out
STU00694,2025SP,25-34,True,False,False,Mixed,P002,Moderate,False,Transferred
STU00695,2023FA,17-19,False,True,False,Mixed,P002,High,False,Stopped Out
STU00696,2023FA,17-19,True,False,False,Mostly In Person,P002,High,False,Stopped Out
STU00697,2024FA,25-34,False,True,True,Mixed,P006,Moderate,False,Credentialed
STU00698,2024SP,35+,True,True,False,Mostly Online,P007,Low,True,Transferred
STU00699,2025FA,20-24,True,True,False,Mostly In Person,P007,High,False,Active
STU00700,2024FA,25-34,True,False,True,Mostly Online,P007,Moderate,False,Stopped Out
STU00701,2023SP,17-19,False,False,False,Mostly In Person,P008,Moderate,True,Stopped Out
STU00702,2023FA,25-34,False,True,False,Mixed,P005,Moderate,False,Stopped Out
STU00703,2024FA,17-19,False,True,True,Mostly In Person,P005,High,True,Stopped Out
STU00704,2024FA,35+,False,True,False,Mixed,P004,Moderate,False,Transferred
STU00705,2022FA,35+,False,False,False,Mixed,P008,Low,True,Stopped Out
STU00706,2022FA,17-19,False,False,True,Mostly In Person,P001,Moderate,True,Transferred
STU00707,2023SP,20-24,True,True,True,Mixed,P007,High,False,Transferred
STU00708,2025FA,17-19,True,True,True,Mostly In Person,P003,Low,False,Active
STU00709,2025SP,25-34,False,False,False,Mostly In Person,P007,Moderate,True,Active
STU00710,2022FA,35+,True,True,False,Mixed,P002,High,False,Stopped Out
STU00711,2024FA,20-24,True,False,True,Mixed,P002,Moderate,True,Active
STU00712,2024FA,17-19,False,False,True,Mostly In Person,P004,Moderate,False,Transferred
STU00713,2024SP,20-24,False,False,True,Mixed,P002,Moderate,True,Stopped Out
STU00714,2023SP,35+,False,False,False,Mostly Online,P003,High,False,Transferred
STU00715,2023FA,17-19,False,True,False,Mixed,P001,Low,False,Transferred
STU00716,2024FA,17-19,True,True,False,Mixed,P005,Moderate,True,Active
STU00717,2025FA,20-24,False,False,True,Mixed,P002,Low,False,Transferred
STU00718,2023FA,35+,False,False,True,Mostly Online,P007,Moderate,True,Transferred
STU00719,2025FA,25-34,False,True,False,Mixed,P001,High,False,Active
STU00720,2023SP,25-34,True,True,True,Mixed,P002,Low,False,Stopped Out
STU00721,2022FA,17-19,True,True,True,Mostly Online,P001,Moderate,False,Transferred
STU00722,2023FA,17-19,False,False,False,Mixed,P002,High,True,Transferred
STU00723,2024FA,17-19,False,False,True,Mostly In Person,P007,Moderate,False,Credentialed and Transferred
STU00724,2024FA,25-34,True,False,False,Mostly In Person,P006,High,True,Active
STU00725,2023FA,20-24,False,True,True,Mostly In Person,P006,Moderate,True,Credentialed
STU00726,2025FA,20-24,False,False,True,Mostly Online,P006,Moderate,False,Active
STU00727,2025SP,17-19,True,False,False,Mostly In Person,P003,Low,False,Transferred
STU00728,2024FA,17-19,True,True,False,Mostly In Person,P002,Moderate,True,Active
STU00729,2023FA,20-24,False,True,False,Mixed,P005,Moderate,True,Stopped Out
STU00730,2023SP,25-34,True,False,True,Mixed,P008,High,True,Transferred
STU00731,2023FA,20-24,False,True,True,Mixed,P008,Moderate,True,Transferred
STU00732,2025FA,17-19,True,True,False,Mostly In Person,P005,Moderate,False,Active
STU00733,2025SP,35+,False,True,True,Mixed,P005,Moderate,True,Active
STU00734,2022FA,20-24,True,True,True,Mixed,P003,Moderate,False,Credentialed
STU00735,2023SP,17-19,False,True,False,Mostly In Person,P004,Moderate,True,Transferred
STU00736,2024SP,17-19,True,False,True,Mostly Online,P007,Moderate,True,Transferred
STU00737,2025FA,20-24,False,True,True,Mostly In Person,P002,High,False,Transferred
STU00738,2023FA,20-24,True,False,True,Mostly In Person,P001,High,True,Stopped Out
STU00739,2023FA,25-34,False,False,False,Mostly In Person,P006,Moderate,False,Stopped Out
STU00740,2025SP,20-24,False,True,True,Mostly Online,P001,High,False,Stopped Out
STU00741,2025FA,17-19,True,True,True,Mixed,P006,High,False,Stopped Out
STU00742,2022FA,17-19,True,True,False,Mostly In Person,P001,Moderate,False,Transferred
STU00743,2025FA,17-19,False,False,False,Mostly Online,P008,Moderate,False,Active
STU00744,2024FA,20-24,False,False,False,Mixed,P005,High,True,Active
STU00745,2025FA,35+,False,True,False,Mixed,P003,Moderate,True,Active
STU00746,2023FA,20-24,False,False,False,Mixed,P001,High,False,Credentialed
STU00747,2024SP,17-19,True,True,True,Mixed,P006,Moderate,True,Credentialed
STU00748,2023FA,17-19,False,False,True,Mixed,P006,High,False,Stopped Out
STU00749,2022FA,17-19,False,True,True,Mostly Online,P005,Moderate,False,Credentialed
STU00750,2024SP,20-24,False,True,True,Mixed,P004,Low,True,Stopped Out
STU00751,2025FA,17-19,True,False,False,Mostly Online,P004,Low,False,Stopped Out
STU00752,2022FA,20-24,False,False,False,Mixed,P002,High,True,Stopped Out
STU00753,2024FA,25-34,False,True,False,Mostly Online,P004,High,True,Stopped Out
STU00754,2023SP,20-24,True,True,True,Mostly Online,P003,Moderate,False,Transferred
STU00755,2024SP,25-34,False,False,True,Mixed,P005,Moderate,False,Stopped Out
STU00756,2023SP,25-34,True,False,False,Mixed,P007,Moderate,True,Stopped Out
STU00757,2025SP,25-34,False,True,False,Mostly Online,P005,Low,False,Active
STU00758,2023FA,20-24,False,False,True,Mostly In Person,P001,Moderate,True,Transferred
STU00759,2024FA,20-24,False,True,True,Mostly Online,P003,Low,False,Active
STU00760,2024FA,35+,True,False,False,Mostly Online,P003,High,False,Stopped Out
STU00761,2024SP,17-19,False,True,False,Mostly Online,P005,High,True,Credentialed
STU00762,2025FA,35+,False,False,False,Mostly In Person,P006,Low,False,Stopped Out
STU00763,2024FA,17-19,False,True,True,Mostly In Person,P003,High,True,Transferred
STU00764,2022FA,17-19,True,True,False,Mostly In Person,P001,High,True,Transferred
STU00765,2025FA,17-19,False,False,False,Mixed,P005,High,False,Active
STU00766,2023FA,25-34,False,True,False,Mostly Online,P005,Moderate,False,Credentialed
STU00767,2024FA,17-19,False,True,True,Mixed,P008,Moderate,True,Active
STU00768,2023FA,17-19,False,True,False,Mostly In Person,P001,Low,True,Transferred
STU00769,2023FA,20-24,True,False,True,Mostly In Person,P008,Moderate,True,Transferred
STU00770,2023FA,17-19,True,True,True,Mostly In Person,P008,High,True,Stopped Out
STU00771,2023SP,25-34,True,True,False,Mostly In Person,P001,Low,True,Transferred
STU00772,2025SP,17-19,True,True,False,Mostly Online,P004,Moderate,True,Transferred
STU00773,2022FA,20-24,False,False,False,Mixed,P008,High,False,Stopped Out
STU00774,2023SP,17-19,True,True,True,Mixed,P001,High,False,Transferred
STU00775,2023FA,17-19,False,False,True,Mostly In Person,P004,Moderate,False,Transferred
STU00776,2024FA,25-34,True,True,True,Mostly Online,P002,High,False,Transferred
STU00777,2024FA,25-34,False,True,False,Mixed,P007,Moderate,False,Stopped Out
STU00778,2025FA,25-34,True,True,False,Mostly In Person,P006,High,False,Active
STU00779,2022FA,35+,False,False,True,Mostly In Person,P006,Moderate,True,Stopped Out
STU00780,2022FA,17-19,True,True,True,Mostly In Person,P003,Moderate,False,Transferred
STU00781,2025FA,17-19,True,True,True,Mostly Online,P001,High,True,Active
STU00782,2024SP,17-19,True,False,False,Mixed,P003,Moderate,False,Transferred
STU00783,2023FA,17-19,True,True,True,Mostly In Person,P002,Moderate,False,Transferred
STU00784,2024FA,17-19,False,False,False,Mostly Online,P001,High,False,Stopped Out
STU00785,2023SP,17-19,False,False,False,Mixed,P003,Moderate,True,Transferred
STU00786,2024FA,25-34,True,False,False,Mostly In Person,P005,High,True,Stopped Out
STU00787,2023SP,17-19,False,True,True,Mostly In Person,P003,Low,False,Stopped Out
STU00788,2023FA,20-24,True,False,False,Mostly In Person,P002,Moderate,True,Stopped Out
STU00789,2022FA,20-24,False,True,True,Mixed,P004,Moderate,False,Transferred
STU00790,2024SP,17-19,True,True,True,Mixed,P002,Moderate,False,Transferred
STU00791,2025SP,25-34,True,False,False,Mostly In Person,P001,High,False,Active
STU00792,2025FA,17-19,True,False,False,Mostly In Person,P005,High,True,Active
STU00793,2024FA,35+,True,True,True,Mixed,P008,High,False,Active
STU00794,2024SP,17-19,False,True,False,Mixed,P001,Moderate,True,Active
STU00795,2022FA,25-34,False,True,False,Mixed,P001,Moderate,True,Transferred
STU00796,2023FA,20-24,False,True,False,Mixed,P005,High,True,Active
STU00797,2023FA,17-19,False,True,True,Mixed,P007,Moderate,True,Transferred
STU00798,2024SP,25-34,False,False,False,Mixed,P002,Moderate,True,Stopped Out
STU00799,2022FA,20-24,True,False,False,Mostly Online,P007,Low,True,Credentialed
STU00800,2022FA,17-19,False,True,True,Mixed,P004,Moderate,False,Transferred
STU00801,2025FA,25-34,True,True,False,Mostly In Person,P005,High,True,Active
STU00802,2022FA,35+,False,True,False,Mostly In Person,P003,Moderate,True,Transferred
STU00803,2025FA,17-19,False,False,True,Mostly In Person,P002,Moderate,False,Active
STU00804,2024SP,17-19,False,True,False,Mixed,P008,Moderate,False,Transferred
STU00805,2024FA,17-19,False,False,True,Mixed,P001,High,True,Stopped Out
STU00806,2025SP,17-19,True,False,False,Mostly Online,P006,Moderate,False,Stopped Out
STU00807,2024FA,25-34,False,False,False,Mixed,P008,Low,False,Transferred
STU00808,2025FA,35+,True,True,True,Mostly In Person,P003,Low,True,Stopped Out
STU00809,2022FA,25-34,True,True,True,Mostly In Person,P008,Moderate,False,Transferred
STU00810,2023FA,20-24,True,True,True,Mostly In Person,P006,Low,False,Credentialed
STU00811,2023FA,17-19,True,False,False,Mixed,P003,Moderate,False,Transferred
STU00812,2024SP,17-19,False,False,False,Mostly In Person,P005,High,False,Credentialed
STU00813,2025FA,35+,True,False,False,Mostly In Person,P008,Low,False,Active
STU00814,2023FA,17-19,True,True,True,Mixed,P005,Moderate,False,Credentialed
STU00815,2025FA,17-19,True,True,True,Mostly In Person,P001,Low,True,Active
STU00816,2022FA,17-19,False,True,True,Mostly Online,P006,High,True,Credentialed
STU00817,2025SP,17-19,False,False,False,Mostly In Person,P007,Moderate,False,Stopped Out
STU00818,2025FA,20-24,True,True,True,Mostly In Person,P002,Low,False,Active
STU00819,2023FA,17-19,True,False,True,Mostly In Person,P007,Moderate,True,Credentialed and Transferred
STU00820,2025FA,35+,False,True,True,Mostly In Person,P008,Moderate,False,Active
STU00821,2024FA,17-19,True,True,True,Mixed,P001,Moderate,False,Active
STU00822,2022FA,35+,True,True,False,Mostly In Person,P007,Low,True,Stopped Out
STU00823,2023FA,20-24,False,True,True,Mixed,P003,Moderate,True,Stopped Out
STU00824,2025SP,17-19,False,True,True,Mostly Online,P004,High,False,Active
STU00825,2024SP,25-34,False,True,False,Mixed,P001,Low,True,Stopped Out
STU00826,2023FA,20-24,True,True,True,Mostly Online,P008,High,False,Transferred
STU00827,2024SP,17-19,False,True,True,Mostly Online,P007,Moderate,True,Transferred
STU00828,2024FA,20-24,True,True,False,Mostly In Person,P007,High,True,Active
STU00829,2023SP,17-19,True,True,True,Mixed,P001,Moderate,False,Stopped Out
STU00830,2023FA,17-19,False,False,True,Mixed,P008,Low,True,Transferred
STU00831,2024FA,17-19,False,False,True,Mostly In Person,P002,Low,False,Transferred
STU00832,2024FA,17-19,False,False,True,Mostly In Person,P006,High,True,Transferred
STU00833,2024FA,17-19,True,True,False,Mostly In Person,P002,High,True,Stopped Out
STU00834,2023FA,17-19,False,True,False,Mixed,P001,Moderate,False,Transferred
STU00835,2024FA,17-19,False,True,True,Mostly In Person,P002,Moderate,False,Transferred
STU00836,2022FA,17-19,False,False,True,Mostly In Person,P008,High,True,Transferred
STU00837,2022FA,17-19,False,True,False,Mixed,P008,High,True,Transferred
STU00838,2024FA,25-34,False,True,True,Mostly Online,P006,Moderate,False,Credentialed
STU00839,2022FA,17-19,False,True,True,Mostly In Person,P004,Moderate,True,Stopped Out
STU00840,2025FA,20-24,False,False,False,Mixed,P001,Low,False,Active
STU00841,2022FA,25-34,True,False,False,Mixed,P003,Moderate,True,Transferred
STU00842,2025FA,20-24,False,False,False,Mixed,P006,High,False,Stopped Out
STU00843,2024SP,20-24,False,False,False,Mostly In Person,P002,Moderate,False,Transferred
STU00844,2023SP,17-19,False,True,True,Mixed,P007,High,True,Credentialed
STU00845,2025SP,17-19,False,True,True,Mostly In Person,P006,Low,True,Active
STU00846,2024FA,17-19,True,True,True,Mostly In Person,P003,High,False,Transferred
STU00847,2024FA,17-19,False,False,True,Mostly Online,P008,Moderate,True,Transferred
STU00848,2024FA,20-24,False,False,True,Mixed,P007,Low,False,Credentialed and Transferred
STU00849,2023FA,17-19,True,False,False,Mostly In Person,P001,Moderate,True,Stopped Out
STU00850,2024FA,20-24,True,False,False,Mostly In Person,P004,High,True,Active
STU00851,2024SP,25-34,False,True,False,Mixed,P007,Moderate,False,Stopped Out
STU00852,2024FA,17-19,False,True,True,Mostly In Person,P007,Moderate,False,Transferred
STU00853,2023SP,20-24,False,True,False,Mixed,P005,High,False,Credentialed
STU00854,2025SP,17-19,True,False,True,Mixed,P005,Moderate,False,Credentialed
STU00855,2022FA,20-24,True,False,True,Mostly Online,P005,Moderate,False,Stopped Out
STU00856,2022FA,35+,False,False,False,Mostly In Person,P006,Moderate,False,Stopped Out
STU00857,2023SP,20-24,True,False,True,Mixed,P007,Low,True,Credentialed and Transferred
STU00858,2023FA,20-24,False,False,True,Mixed,P007,Moderate,False,Stopped Out
STU00859,2025FA,17-19,True,False,True,Mostly Online,P003,Low,False,Active
STU00860,2022FA,20-24,False,False,True,Mostly In Person,P001,Low,False,Transferred
STU00861,2022FA,20-24,False,True,False,Mostly In Person,P008,Moderate,False,Transferred
STU00862,2022FA,20-24,True,False,False,Mostly In Person,P006,Moderate,True,Stopped Out
STU00863,2025SP,20-24,True,True,False,Mixed,P006,Moderate,True,Stopped Out
STU00864,2025FA,17-19,True,True,True,Mixed,P005,High,False,Active
STU00865,2024FA,17-19,True,True,False,Mostly In Person,P007,High,True,Transferred
STU00866,2023SP,25-34,True,True,False,Mostly Online,P001,Low,True,Transferred
STU00867,2022FA,35+,False,True,False,Mixed,P002,Low,True,Transferred
STU00868,2025FA,35+,False,False,True,Mostly In Person,P002,Moderate,True,Active
STU00869,2023FA,17-19,True,True,True,Mixed,P005,Low,True,Credentialed
STU00870,2023FA,17-19,False,True,True,Mixed,P007,High,True,Credentialed
STU00871,2024FA,25-34,False,True,False,Mostly In Person,P006,High,True,Credentialed
STU00872,2025SP,20-24,True,True,True,Mostly In Person,P004,Low,True,Stopped Out
STU00873,2023SP,17-19,True,False,False,Mostly In Person,P006,Moderate,False,Stopped Out
STU00874,2022FA,17-19,False,True,True,Mostly In Person,P006,Low,False,Stopped Out
STU00875,2023SP,20-24,False,False,True,Mixed,P008,Moderate,True,Transferred
STU00876,2023SP,17-19,True,True,False,Mostly In Person,P002,Moderate,False,Stopped Out
STU00877,2023FA,20-24,False,True,True,Mixed,P007,Low,True,Transferred
STU00878,2024FA,17-19,False,True,True,Mostly In Person,P008,Low,False,Active
STU00879,2025SP,17-19,False,True,True,Mostly Online,P008,Moderate,True,Transferred
STU00880,2025FA,17-19,True,False,True,Mixed,P008,High,False,Active
STU00881,2023FA,20-24,False,False,True,Mostly In Person,P001,Moderate,False,Stopped Out
STU00882,2022FA,17-19,True,True,True,Mixed,P004,High,False,Stopped Out
STU00883,2025SP,17-19,False,True,True,Mostly In Person,P003,Moderate,True,Transferred
STU00884,2023SP,25-34,False,True,False,Mostly In Person,P007,High,True,Stopped Out
STU00885,2025SP,20-24,False,False,False,Mostly In Person,P008,High,True,Active
STU00886,2023SP,17-19,True,True,False,Mostly Online,P003,High,False,Transferred
STU00887,2024FA,17-19,False,True,True,Mostly In Person,P004,Moderate,True,Transferred
STU00888,2022FA,25-34,True,False,True,Mostly In Person,P005,Moderate,False,Credentialed
STU00889,2024FA,20-24,False,False,True,Mostly In Person,P004,Moderate,False,Transferred
STU00890,2022FA,17-19,True,True,False,Mostly In Person,P008,Moderate,False,Transferred
STU00891,2024SP,25-34,False,True,True,Mixed,P002,Moderate,False,Transferred
STU00892,2023FA,17-19,False,False,True,Mixed,P008,Moderate,True,Stopped Out
STU00893,2023SP,17-19,True,False,True,Mixed,P002,Moderate,True,Transferred
STU00894,2025FA,17-19,False,True,True,Mixed,P005,Moderate,False,Stopped Out
STU00895,2024FA,25-34,False,False,True,Mostly Online,P001,Moderate,False,Stopped Out
STU00896,2024FA,35+,True,True,False,Mostly In Person,P007,High,False,Stopped Out
STU00897,2024FA,17-19,False,True,True,Mostly In Person,P005,Moderate,False,Credentialed
STU00898,2025SP,20-24,False,False,True,Mixed,P004,Moderate,True,Stopped Out
STU00899,2023FA,20-24,False,False,False,Mostly Online,P008,High,False,Stopped Out
STU00900,2023FA,17-19,True,True,True,Mixed,P002,Moderate,False,Transferred
STU00901,2025FA,25-34,True,True,False,Mostly Online,P008,High,False,Active
STU00902,2023FA,17-19,False,True,True,Mostly In Person,P005,Low,True,Stopped Out
STU00903,2025FA,25-34,False,True,True,Mostly Online,P001,Low,False,Active
STU00904,2023FA,20-24,False,True,True,Mixed,P006,Moderate,False,Credentialed
STU00905,2022FA,20-24,False,False,True,Mostly Online,P005,High,False,Credentialed
STU00906,2023FA,25-34,True,True,True,Mostly In Person,P005,Moderate,False,Transferred
STU00907,2022FA,25-34,True,False,True,Mixed,P002,Low,False,Stopped Out
STU00908,2023SP,25-34,False,True,True,Mixed,P007,High,True,Credentialed and Transferred
STU00909,2025FA,25-34,False,True,False,Mostly In Person,P005,Low,True,Active
STU00910,2024SP,25-34,False,True,False,Mostly Online,P002,High,True,Transferred
STU00911,2024FA,17-19,True,True,True,Mostly Online,P002,Low,False,Transferred
STU00912,2023FA,17-19,False,False,False,Mostly In Person,P001,Moderate,False,Active
STU00913,2025FA,35+,True,True,False,Mostly Online,P004,High,False,Active
STU00914,2023FA,17-19,True,False,True,Mixed,P008,Low,True,Transferred
STU00915,2024FA,25-34,True,True,True,Mostly In Person,P003,Moderate,True,Active
STU00916,2023FA,17-19,False,False,False,Mixed,P001,High,True,Stopped Out
STU00917,2024SP,20-24,True,False,False,Mixed,P008,High,False,Transferred
STU00918,2025FA,17-19,False,False,True,Mixed,P008,Moderate,False,Active
STU00919,2024FA,20-24,False,True,True,Mostly Online,P001,Moderate,False,Transferred
STU00920,2022FA,25-34,True,True,False,Mixed,P007,Moderate,False,Transferred
STU00921,2022FA,20-24,False,False,True,Mostly Online,P006,Moderate,True,Credentialed
STU00922,2022FA,17-19,True,True,True,Mixed,P002,Moderate,False,Transferred
STU00923,2023SP,17-19,True,False,True,Mixed,P005,Moderate,True,Stopped Out
STU00924,2023FA,35+,False,True,True,Mostly In Person,P003,Low,True,Stopped Out
STU00925,2025FA,20-24,True,False,False,Mixed,P002,Moderate,False,Active
STU00926,2025SP,35+,True,False,False,Mostly Online,P002,High,False,Stopped Out
STU00927,2022FA,20-24,False,True,False,Mostly In Person,P001,Moderate,False,Credentialed
STU00928,2025FA,20-24,True,True,True,Mostly Online,P004,Moderate,False,Transferred
STU00929,2024SP,20-24,True,True,False,Mostly In Person,P001,High,False,Stopped Out
STU00930,2025FA,25-34,False,True,False,Mostly Online,P002,High,True,Active
STU00931,2022FA,17-19,True,True,False,Mixed,P008,Moderate,True,Stopped Out
STU00932,2025SP,17-19,False,False,False,Mostly In Person,P003,Moderate,True,Active
STU00933,2025FA,20-24,True,True,True,Mostly In Person,P005,Moderate,True,Active
STU00934,2022FA,17-19,True,True,True,Mostly In Person,P003,High,True,Transferred
STU00935,2022FA,20-24,True,False,True,Mostly In Person,P001,Moderate,False,Transferred
STU00936,2022FA,17-19,True,True,True,Mostly Online,P007,Moderate,True,Transferred
STU00937,2022FA,17-19,True,True,True,Mixed,P005,High,True,Credentialed
STU00938,2023FA,25-34,False,False,True,Mostly In Person,P007,High,False,Transferred
STU00939,2024FA,17-19,True,False,True,Mixed,P004,High,False,Transferred
STU00940,2025FA,17-19,False,True,True,Mostly Online,P002,High,False,Active
STU00941,2025FA,25-34,True,True,True,Mixed,P004,Moderate,False,Active
STU00942,2023FA,25-34,True,False,False,Mixed,P006,Moderate,True,Stopped Out
STU00943,2022FA,20-24,True,True,False,Mostly In Person,P007,Moderate,False,Stopped Out
STU00944,2024FA,20-24,True,False,True,Mixed,P004,Moderate,False,Active
STU00945,2025FA,20-24,True,False,True,Mostly Online,P008,Low,False,Active
STU00946,2024FA,20-24,True,True,True,Mostly In Person,P008,High,False,Transferred
STU00947,2023SP,20-24,False,False,True,Mixed,P007,Moderate,True,Stopped Out
STU00948,2022FA,25-34,False,True,True,Mostly Online,P002,Low,True,Transferred
STU00949,2024FA,20-24,True,True,True,Mostly In Person,P008,Low,False,Transferred
STU00950,2025SP,25-34,True,False,True,Mostly Online,P006,Moderate,False,Active
STU00951,2024FA,17-19,False,True,True,Mixed,P005,Moderate,True,Active
STU00952,2022FA,20-24,False,True,True,Mixed,P001,Moderate,False,Stopped Out
STU00953,2022FA,17-19,True,True,True,Mostly In Person,P003,Low,False,Stopped Out
STU00954,2024FA,25-34,False,True,False,Mixed,P004,Low,False,Stopped Out
STU00955,2025FA,17-19,True,False,False,Mostly In Person,P004,Moderate,True,Active
STU00956,2025FA,35+,True,False,False,Mostly In Person,P007,High,True,Active
STU00957,2024SP,35+,False,True,False,Mixed,P008,Moderate,False,Stopped Out
STU00958,2023SP,17-19,True,True,False,Mixed,P001,Moderate,True,Stopped Out
STU00959,2023FA,20-24,False,True,True,Mostly In Person,P005,Moderate,True,Credentialed
STU00960,2024SP,20-24,False,False,False,Mostly In Person,P007,High,True,Stopped Out
STU00961,2024FA,17-19,True,True,True,Mixed,P005,Moderate,True,Active
STU00962,2023SP,20-24,False,False,True,Mostly In Person,P002,High,False,Stopped Out
STU00963,2024FA,17-19,False,False,False,Mostly In Person,P006,High,False,Active
STU00964,2022FA,20-24,False,True,True,Mostly Online,P004,Moderate,False,Transferred
STU00965,2025SP,25-34,True,True,False,Mostly Online,P001,Moderate,True,Active
STU00966,2023FA,20-24,True,True,True,Mostly In Person,P004,Moderate,True,Transferred
STU00967,2025SP,20-24,False,False,True,Mixed,P007,High,False,Stopped Out
STU00968,2023FA,20-24,False,False,True,Mixed,P008,High,True,Stopped Out
STU00969,2023FA,20-24,True,False,False,Mostly Online,P008,High,False,Transferred
STU00970,2023FA,20-24,False,True,True,Mostly In Person,P002,Low,True,Stopped Out
STU00971,2025FA,25-34,True,True,False,Mostly In Person,P008,High,True,Stopped Out
STU00972,2022FA,20-24,True,False,True,Mostly In Person,P001,Moderate,False,Transferred
STU00973,2023SP,25-34,False,True,True,Mostly In Person,P005,Moderate,False,Credentialed
STU00974,2025FA,17-19,True,True,True,Mostly In Person,P004,Moderate,True,Active
STU00975,2023FA,20-24,False,False,True,Mixed,P008,Moderate,True,Transferred
STU00976,2024FA,17-19,True,True,True,Mostly In Person,P008,Moderate,True,Transferred
STU00977,2023FA,17-19,False,True,False,Mixed,P006,High,False,Stopped Out
STU00978,2023FA,20-24,True,True,True,Mixed,P001,High,False,Transferred
STU00979,2022FA,25-34,False,False,True,Mixed,P008,Moderate,True,Stopped Out
STU00980,2023FA,35+,True,False,True,Mixed,P006,Low,True,Stopped Out
STU00981,2022FA,25-34,True,True,False,Mostly Online,P008,Moderate,True,Transferred
STU00982,2023FA,20-24,True,False,False,Mostly In Person,P007,High,True,Stopped Out
STU00983,2025SP,17-19,True,True,True,Mixed,P006,High,False,Stopped Out
STU00984,2023FA,17-19,True,False,True,Mostly In Person,P004,Moderate,False,Transferred
STU00985,2024SP,17-19,True,True,True,Mixed,P001,High,False,Transferred
STU00986,2024SP,17-19,False,False,False,Mixed,P001,Moderate,False,Transferred
STU00987,2024FA,17-19,False,False,False,Mostly Online,P008,High,False,Transferred
STU00988,2022FA,20-24,True,True,True,Mostly Online,P003,Moderate,False,Stopped Out
STU00989,2024FA,17-19,False,False,False,Mostly Online,P008,Low,True,Active
STU00990,2025SP,20-24,True,False,False,Mostly Online,P001,Moderate,False,Active
STU00991,2024FA,25-34,True,False,True,Mixed,P001,Moderate,True,Transferred
STU00992,2025SP,20-24,True,False,True,Mixed,P002,High,False,Transferred
STU00993,2022FA,20-24,False,False,True,Mostly In Person,P002,Moderate,False,Credentialed and Transferred
STU00994,2025FA,17-19,False,True,False,Mixed,P002,Low,True,Active
STU00995,2023FA,25-34,True,True,False,Mixed,P008,High,False,Stopped Out
STU00996,2025FA,17-19,False,False,True,Mostly In Person,P008,Low,False,Active
STU00997,2022FA,20-24,True,True,True,Mixed,P006,Moderate,False,Stopped Out
STU00998,2025SP,17-19,True,True,True,Mixed,P005,Moderate,True,Stopped Out
STU00999,2023FA,25-34,True,True,False,Mostly In Person,P002,High,False,Transferred
STU01000,2024FA,17-19,False,False,False,Mostly In Person,P003,High,True,Active
STU01001,2023FA,20-24,True,True,False,Mixed,P006,High,False,Stopped Out
STU01002,2025FA,35+,False,False,True,Mixed,P002,Moderate,False,Transferred
STU01003,2025FA,17-19,True,True,True,Mostly In Person,P007,Moderate,True,Active
STU01004,2024SP,17-19,False,True,True,Mostly In Person,P007,High,True,Stopped Out
STU01005,2024FA,25-34,True,False,False,Mostly In Person,P003,High,True,Active
STU01006,2024SP,17-19,False,True,True,Mostly Online,P007,Low,False,Credentialed and Transferred
STU01007,2024FA,25-34,True,False,False,Mostly In Person,P005,Moderate,False,Credentialed
STU01008,2022FA,17-19,False,False,True,Mostly In Person,P003,High,False,Transferred
STU01009,2025SP,17-19,False,True,False,Mixed,P004,Low,True,Transferred
STU01010,2025FA,17-19,False,True,True,Mixed,P002,Moderate,False,Transferred
STU01011,2023FA,17-19,True,False,True,Mixed,P004,Moderate,True,Transferred
STU01012,2023FA,20-24,False,False,True,Mostly In Person,P001,Moderate,False,Transferred
STU01013,2025FA,25-34,False,True,False,Mostly Online,P001,High,True,Active
STU01014,2024SP,25-34,False,False,True,Mixed,P001,Moderate,True,Transferred
STU01015,2025FA,17-19,False,True,True,Mostly In Person,P004,Moderate,False,Active
STU01016,2025SP,17-19,True,True,True,Mostly In Person,P008,High,True,Active
STU01017,2024FA,17-19,False,True,True,Mostly Online,P008,Moderate,False,Credentialed and Transferred
STU01018,2023FA,17-19,True,False,True,Mostly In Person,P005,Moderate,True,Credentialed
STU01019,2024FA,25-34,True,False,False,Mixed,P002,Moderate,False,Active
STU01020,2024SP,17-19,True,True,False,Mixed,P002,High,False,Transferred
STU01021,2024FA,20-24,True,True,False,Mostly In Person,P008,Moderate,False,Transferred
STU01022,2023FA,17-19,False,True,True,Mostly Online,P008,Moderate,False,Transferred
STU01023,2025SP,20-24,False,False,True,Mostly In Person,P002,Low,False,Active
STU01024,2025FA,20-24,False,True,False,Mostly Online,P006,Moderate,False,Active
STU01025,2025FA,17-19,False,False,True,Mostly In Person,P002,High,False,Active
STU01026,2024FA,17-19,False,True,True,Mostly In Person,P001,Moderate,False,Transferred
STU01027,2024FA,17-19,True,False,False,Mostly In Person,P007,High,True,Credentialed
STU01028,2022FA,25-34,True,True,False,Mostly In Person,P002,High,False,Stopped Out
